국가,연도,의약품,의약품소비량,의약품판매량
아이슬란드,2018,당뇨 약물,48.0,278.7
아이슬란드,2018,심장 배당체,1.8,278.7
아이슬란드,2018,항 부정맥제,4.4,278.7
아이슬란드,2018,이뇨제,46.1,278.7
아이슬란드,2018,진통제,34.3,278.7
아이슬란드,2018,수면제 및 진정제,62.1,278.7
아이슬란드,2018,항우울제,142.0,278.7
아이슬란드,2019,소화관 및 신진대사,178.5,274.3
아이슬란드,2019,제산제,2.0,274.3
아이슬란드,2019,소화성궤양 및 위장용 약물,109.0,274.3
아이슬란드,2019,당뇨 약물,48.7,274.3
아이슬란드,2019,심장 배당체,1.7,274.3
아이슬란드,2019,항 부정맥제,4.5,274.3
아이슬란드,2019,이뇨제,44.1,274.3
아이슬란드,2019,진통제,34.1,274.3
아이슬란드,2019,수면제 및 진정제,61.7,274.3
아이슬란드,2019,항우울제,146.0,274.3
아이슬란드,2020,소화관 및 신진대사,186.7,294.2
아이슬란드,2020,제산제,2.1,294.2
아이슬란드,2020,소화성궤양 및 위장용 약물,114.0,294.2
아이슬란드,2020,당뇨 약물,51.1,294.2
아이슬란드,2020,심장 배당체,1.5,294.2
아이슬란드,2020,항 부정맥제,4.6,294.2
아이슬란드,2020,이뇨제,42.4,294.2
아이슬란드,2020,진통제,35.3,294.2
아이슬란드,2020,수면제 및 진정제,66.6,294.2
아이슬란드,2020,항우울제,153.4,294.2
아일랜드,2008,향균제,20.7,3039.1
아일랜드,2009,향균제,19.0,3033.2
아일랜드,2010,향균제,19.0,2717.7
아일랜드,2011,향균제,20.8,2723.5
아일랜드,2012,향균제,21.0,2627.1
아일랜드,2013,향균제,21.6,2602.6
아일랜드,2014,향균제,21.0,2542.4
아일랜드,2015,향균제,23.0,2202.5
아일랜드,2016,향균제,22.0,2298.0
아일랜드,2017,향균제,20.9,2399.9
아일랜드,2018,향균제,22.4,2674.6
아일랜드,2019,향균제,22.8,2693.7
이탈리아,2011,소화관 및 신진대사,166.3,27160.8
이탈리아,2011,제산제,1.8,27160.8
이탈리아,2011,소화성궤양 및 위장용 약물,72.6,27160.8
이탈리아,2011,당뇨 약물,61.7,27160.8
이탈리아,2011,심장 배당체,3.7,27160.8
이탈리아,2011,항 부정맥제,8.1,27160.8
이탈리아,2011,이뇨제,38.5,27160.8
이탈리아,2011,향균제,25.1,27160.8
이탈리아,2011,진통제,5.0,27160.8
이탈리아,2011,수면제 및 진정제,0.9,27160.8
이탈리아,2011,항우울제,38.4,27160.8
이탈리아,2012,소화관 및 신진대사,172.4,24504.6
이탈리아,2012,제산제,1.8,24504.6
이탈리아,2012,소화성궤양 및 위장용 약물,78.5,24504.6
이탈리아,2012,당뇨 약물,62.2,24504.6
이탈리아,2012,심장 배당체,3.4,24504.6
이탈리아,2012,항 부정맥제,8.1,24504.6
이탈리아,2012,이뇨제,39.1,24504.6
이탈리아,2012,향균제,24.6,24504.6
이탈리아,2012,진통제,5.3,24504.6
이탈리아,2012,수면제 및 진정제,1.1,24504.6
이탈리아,2012,항우울제,38.6,24504.6
이탈리아,2013,소화관 및 신진대사,177.4,25825.3
이탈리아,2013,제산제,1.8,25825.3
이탈리아,2013,소화성궤양 및 위장용 약물,82.8,25825.3
이탈리아,2013,당뇨 약물,62.5,25825.3
이탈리아,2013,심장 배당체,3.0,25825.3
이탈리아,2013,항 부정맥제,8.1,25825.3
이탈리아,2013,이뇨제,39.1,25825.3
이탈리아,2013,향균제,25.2,25825.3
이탈리아,2013,진통제,5.9,25825.3
이탈리아,2013,수면제 및 진정제,1.2,25825.3
이탈리아,2013,항우울제,39.1,25825.3
이탈리아,2014,소화관 및 신진대사,179.6,26420.6
이탈리아,2014,제산제,1.9,26420.6
이탈리아,2014,소화성궤양 및 위장용 약물,84.8,26420.6
이탈리아,2014,당뇨 약물,62.1,26420.6
이탈리아,2014,심장 배당체,2.7,26420.6
이탈리아,2014,항 부정맥제,8.0,26420.6
이탈리아,2014,이뇨제,39.3,26420.6
이탈리아,2014,향균제,24.5,26420.6
이탈리아,2014,진통제,6.0,26420.6
이탈리아,2014,수면제 및 진정제,1.1,26420.6
이탈리아,2014,항우울제,39.3,26420.6
이탈리아,2015,소화관 및 신진대사,271.2,25090.7
이탈리아,2015,제산제,1.9,25090.7
이탈리아,2015,소화성궤양 및 위장용 약물,87.2,25090.7
이탈리아,2015,당뇨 약물,62.6,25090.7
이탈리아,2015,심장 배당체,2.4,25090.7
이탈리아,2015,항 부정맥제,8.1,25090.7
이탈리아,2015,이뇨제,39.0,25090.7
이탈리아,2015,향균제,24.5,25090.7
이탈리아,2015,진통제,6.4,25090.7
이탈리아,2015,수면제 및 진정제,1.1,25090.7
이탈리아,2015,항우울제,39.6,25090.7
이탈리아,2016,소화관 및 신진대사,285.3,25215.9
이탈리아,2016,제산제,1.9,25215.9
이탈리아,2016,소화성궤양 및 위장용 약물,77.8,25215.9
이탈리아,2016,당뇨 약물,62.9,25215.9
이탈리아,2016,심장 배당체,2.2,25215.9
이탈리아,2016,항 부정맥제,7.9,25215.9
이탈리아,2016,이뇨제,38.8,25215.9
이탈리아,2016,향균제,24.0,25215.9
이탈리아,2016,진통제,7.1,25215.9
이탈리아,2016,수면제 및 진정제,1.1,25215.9
이탈리아,2016,항우울제,39.9,25215.9
이탈리아,2017,소화관 및 신진대사,183.1,25552.0
이탈리아,2017,제산제,2.0,25552.0
이탈리아,2017,소화성궤양 및 위장용 약물,77.9,25552.0
이탈리아,2017,당뇨 약물,62.7,25552.0
이탈리아,2017,심장 배당체,2.0,25552.0
이탈리아,2017,항 부정맥제,7.9,25552.0
이탈리아,2017,이뇨제,38.7,25552.0
이탈리아,2017,향균제,20.9,25552.0
이탈리아,2017,진통제,6.5,25552.0
이탈리아,2017,수면제 및 진정제,1.0,25552.0
이탈리아,2017,항우울제,40.4,25552.0
이탈리아,2018,소화관 및 신진대사,181.9,26408.0
이탈리아,2018,제산제,2.0,26408.0
이탈리아,2018,소화성궤양 및 위장용 약물,77.4,26408.0
이탈리아,2018,당뇨 약물,63.2,26408.0
이탈리아,2018,심장 배당체,1.8,26408.0
이탈리아,2018,항 부정맥제,7.8,26408.0
이탈리아,2018,이뇨제,38.4,26408.0
이탈리아,2018,향균제,21.4,26408.0
이탈리아,2018,진통제,7.6,26408.0
이탈리아,2018,수면제 및 진정제,1.0,26408.0
이탈리아,2018,항우울제,41.6,26408.0
이탈리아,2019,소화관 및 신진대사,182.3,25591.1
이탈리아,2019,제산제,1.9,25591.1
이탈리아,2019,소화성궤양 및 위장용 약물,78.7,25591.1
이탈리아,2019,당뇨 약물,63.6,25591.1
이탈리아,2019,심장 배당체,1.6,25591.1
이탈리아,2019,항 부정맥제,7.8,25591.1
이탈리아,2019,이뇨제,39.3,25591.1
이탈리아,2019,향균제,21.7,25591.1
이탈리아,2019,진통제,8.5,25591.1
이탈리아,2019,수면제 및 진정제,1.1,25591.1
이탈리아,2019,항우울제,42.4,25591.1
이탈리아,2020,소화관 및 신진대사,178.6,26204.8
이탈리아,2020,제산제,1.9,26204.8
이탈리아,2020,소화성궤양 및 위장용 약물,78.9,26204.8
이탈리아,2020,당뇨 약물,64.4,26204.8
이탈리아,2020,심장 배당체,1.5,26204.8
이탈리아,2020,항 부정맥제,7.8,26204.8
이탈리아,2020,이뇨제,38.9,26204.8
이탈리아,2020,진통제,8.6,26204.8
이탈리아,2020,수면제 및 진정제,1.2,26204.8
이탈리아,2020,항우울제,43.0,26204.8
라트비아,2002,향균제,15.9,136.7
라트비아,2004,향균제,15.1,208.7
라트비아,2005,향균제,14.5,222.6
라트비아,2006,향균제,12.8,263.1
라트비아,2007,향균제,13.9,348.5
라트비아,2008,향균제,12.5,421.9
라트비아,2009,향균제,11.5,376.8
라트비아,2010,향균제,12.6,365.9
라트비아,2011,향균제,12.9,406.4
라트비아,2012,소화관 및 신진대사,160.7,379.6
라트비아,2012,소화성궤양 및 위장용 약물,28.3,379.6
라트비아,2012,당뇨 약물,40.2,379.6
라트비아,2012,심장 배당체,4.6,379.6
라트비아,2012,항 부정맥제,2.4,379.6
라트비아,2012,이뇨제,18.6,379.6
라트비아,2012,향균제,12.9,379.6
라트비아,2012,진통제,5.6,379.6
라트비아,2012,수면제 및 진정제,5.5,379.6
라트비아,2012,항우울제,9.5,379.6
라트비아,2013,소화관 및 신진대사,169.2,408.3
라트비아,2013,소화성궤양 및 위장용 약물,30.9,408.3
라트비아,2013,당뇨 약물,41.5,408.3
라트비아,2013,심장 배당체,4.4,408.3
라트비아,2013,항 부정맥제,2.4,408.3
라트비아,2013,이뇨제,19.2,408.3
라트비아,2013,향균제,13.3,408.3
라트비아,2013,진통제,5.9,408.3
라트비아,2013,수면제 및 진정제,5.9,408.3
라트비아,2013,항우울제,10.2,408.3
라트비아,2014,소화관 및 신진대사,182.7,419.7
라트비아,2014,소화성궤양 및 위장용 약물,33.4,419.7
라트비아,2014,당뇨 약물,42.4,419.7
라트비아,2014,심장 배당체,3.9,419.7
라트비아,2014,항 부정맥제,2.5,419.7
라트비아,2014,이뇨제,19.2,419.7
라트비아,2014,향균제,12.6,419.7
라트비아,2014,진통제,5.9,419.7
라트비아,2014,수면제 및 진정제,6.4,419.7
라트비아,2014,항우울제,11.1,419.7
라트비아,2015,소화관 및 신진대사,202.6,367.9
라트비아,2015,소화성궤양 및 위장용 약물,37.7,367.9
라트비아,2015,당뇨 약물,43.8,367.9
라트비아,2015,심장 배당체,3.7,367.9
라트비아,2015,항 부정맥제,2.6,367.9
라트비아,2015,이뇨제,18.8,367.9
라트비아,2015,향균제,13.1,367.9
라트비아,2015,진통제,6.2,367.9
라트비아,2015,수면제 및 진정제,7.0,367.9
라트비아,2015,항우울제,12.3,367.9
라트비아,2016,소화관 및 신진대사,224.4,408.7
라트비아,2016,소화성궤양 및 위장용 약물,40.1,408.7
라트비아,2016,당뇨 약물,43.6,408.7
라트비아,2016,심장 배당체,3.5,408.7
라트비아,2016,항 부정맥제,2.6,408.7
라트비아,2016,이뇨제,18.6,408.7
라트비아,2016,향균제,12.9,408.7
라트비아,2016,진통제,6.3,408.7
라트비아,2016,수면제 및 진정제,7.6,408.7
라트비아,2016,항우울제,13.3,408.7
라트비아,2017,소화관 및 신진대사,259.4,443.7
라트비아,2017,소화성궤양 및 위장용 약물,42.0,443.7
라트비아,2017,당뇨 약물,45.5,443.7
라트비아,2017,심장 배당체,3.4,443.7
라트비아,2017,항 부정맥제,2.7,443.7
라트비아,2017,이뇨제,18.5,443.7
라트비아,2017,향균제,13.9,443.7
라트비아,2017,진통제,6.4,443.7
라트비아,2017,수면제 및 진정제,8.1,443.7
라트비아,2017,항우울제,15.0,443.7
라트비아,2018,소화관 및 신진대사,294.7,485.8
라트비아,2018,소화성궤양 및 위장용 약물,43.9,485.8
라트비아,2018,당뇨 약물,46.7,485.8
라트비아,2018,심장 배당체,3.1,485.8
라트비아,2018,항 부정맥제,2.7,485.8
라트비아,2018,이뇨제,18.5,485.8
라트비아,2018,향균제,13.4,485.8
라트비아,2018,진통제,6.3,485.8
라트비아,2018,수면제 및 진정제,8.4,485.8
라트비아,2018,항우울제,16.1,485.8
라트비아,2019,소화관 및 신진대사,304.3,477.6
라트비아,2019,소화성궤양 및 위장용 약물,46.8,477.6
라트비아,2019,당뇨 약물,48.1,477.6
라트비아,2019,심장 배당체,3.0,477.6
라트비아,2019,항 부정맥제,2.8,477.6
라트비아,2019,이뇨제,19.0,477.6
라트비아,2019,향균제,13.9,477.6
라트비아,2019,진통제,6.4,477.6
라트비아,2019,수면제 및 진정제,9.4,477.6
라트비아,2019,항우울제,17.6,477.6
라트비아,2020,소화관 및 신진대사,360.3,503.3
라트비아,2020,소화성궤양 및 위장용 약물,52.1,503.3
라트비아,2020,당뇨 약물,50.5,503.3
라트비아,2020,심장 배당체,2.8,503.3
라트비아,2020,항 부정맥제,3.0,503.3
라트비아,2020,이뇨제,19.6,503.3
라트비아,2020,진통제,7.8,503.3
라트비아,2020,수면제 및 진정제,10.6,503.3
라트비아,2020,항우울제,19.8,503.3
룩셈부르크,1998,향균제,27.2,116.9
룩셈부르크,1999,소화성궤양 및 위장용 약물,26.4,121.8
룩셈부르크,1999,당뇨 약물,29.3,121.8
룩셈부르크,1999,심장 배당체,6.7,121.8
룩셈부르크,1999,항 부정맥제,8.5,121.8
룩셈부르크,1999,이뇨제,19.8,121.8
룩셈부르크,1999,향균제,27.1,121.8
룩셈부르크,1999,진통제,8.4,121.8
룩셈부르크,2000,소화성궤양 및 위장용 약물,29.5,108.2
룩셈부르크,2000,당뇨 약물,31.0,108.2
룩셈부르크,2000,심장 배당체,6.5,108.2
룩셈부르크,2000,항 부정맥제,8.5,108.2
룩셈부르크,2000,이뇨제,20.4,108.2
룩셈부르크,2000,향균제,26.2,108.2
룩셈부르크,2000,진통제,9.0,108.2
룩셈부르크,2001,소화성궤양 및 위장용 약물,35.9,116.0
룩셈부르크,2001,당뇨 약물,33.6,116.0
룩셈부르크,2001,심장 배당체,6.0,116.0
룩셈부르크,2001,항 부정맥제,8.4,116.0
룩셈부르크,2001,이뇨제,22.6,116.0
룩셈부르크,2001,향균제,26.3,116.0
룩셈부르크,2001,진통제,9.7,116.0
룩셈부르크,2002,소화성궤양 및 위장용 약물,43.3,132.2
룩셈부르크,2002,당뇨 약물,36.3,132.2
룩셈부르크,2002,심장 배당체,5.6,132.2
룩셈부르크,2002,항 부정맥제,8.6,132.2
룩셈부르크,2002,이뇨제,23.3,132.2
룩셈부르크,2002,향균제,26.2,132.2
룩셈부르크,2002,진통제,11.9,132.2
룩셈부르크,2003,소화성궤양 및 위장용 약물,47.1,169.7
룩셈부르크,2003,당뇨 약물,38.1,169.7
룩셈부르크,2003,심장 배당체,4.5,169.7
룩셈부르크,2003,항 부정맥제,8.5,169.7
룩셈부르크,2003,이뇨제,22.4,169.7
룩셈부르크,2003,향균제,27.1,169.7
룩셈부르크,2003,진통제,13.8,169.7
룩셈부르크,2003,수면제 및 진정제,50.6,169.7
룩셈부르크,2003,항우울제,36.2,169.7
룩셈부르크,2004,소화관 및 신진대사,190.2,196.5
룩셈부르크,2004,소화성궤양 및 위장용 약물,52.8,196.5
룩셈부르크,2004,당뇨 약물,38.2,196.5
룩셈부르크,2004,심장 배당체,4.6,196.5
룩셈부르크,2004,항 부정맥제,8.1,196.5
룩셈부르크,2004,이뇨제,23.5,196.5
룩셈부르크,2004,향균제,23.4,196.5
룩셈부르크,2004,진통제,15.9,196.5
룩셈부르크,2004,수면제 및 진정제,51.9,196.5
룩셈부르크,2004,항우울제,41.6,196.5
룩셈부르크,2005,소화관 및 신진대사,206.5,200.6
룩셈부르크,2005,소화성궤양 및 위장용 약물,58.8,200.6
룩셈부르크,2005,당뇨 약물,50.0,200.6
룩셈부르크,2005,심장 배당체,4.1,200.6
룩셈부르크,2005,항 부정맥제,7.9,200.6
룩셈부르크,2005,이뇨제,24.7,200.6
룩셈부르크,2005,향균제,24.6,200.6
룩셈부르크,2005,진통제,17.7,200.6
룩셈부르크,2005,수면제 및 진정제,52.2,200.6
룩셈부르크,2005,항우울제,42.7,200.6
룩셈부르크,2006,소화관 및 신진대사,202.6,206.4
룩셈부르크,2006,소화성궤양 및 위장용 약물,60.0,206.4
룩셈부르크,2006,당뇨 약물,50.4,206.4
룩셈부르크,2006,심장 배당체,3.5,206.4
룩셈부르크,2006,항 부정맥제,7.6,206.4
룩셈부르크,2006,이뇨제,25.2,206.4
룩셈부르크,2006,향균제,23.2,206.4
룩셈부르크,2006,진통제,18.1,206.4
룩셈부르크,2006,수면제 및 진정제,52.2,206.4
룩셈부르크,2006,항우울제,42.3,206.4
룩셈부르크,2007,소화관 및 신진대사,142.3,233.8
룩셈부르크,2007,소화성궤양 및 위장용 약물,60.5,233.8
룩셈부르크,2007,당뇨 약물,51.9,233.8
룩셈부르크,2007,심장 배당체,3.2,233.8
룩셈부르크,2007,항 부정맥제,7.6,233.8
룩셈부르크,2007,이뇨제,25.6,233.8
룩셈부르크,2007,향균제,25.1,233.8
룩셈부르크,2007,진통제,16.9,233.8
룩셈부르크,2007,수면제 및 진정제,52.6,233.8
룩셈부르크,2007,항우울제,45.1,233.8
룩셈부르크,2008,소화관 및 신진대사,165.0,272.2
룩셈부르크,2008,소화성궤양 및 위장용 약물,65.8,272.2
룩셈부르크,2008,당뇨 약물,60.6,272.2
룩셈부르크,2008,심장 배당체,2.9,272.2
룩셈부르크,2008,항 부정맥제,7.4,272.2
룩셈부르크,2008,이뇨제,27.0,272.2
룩셈부르크,2008,향균제,25.0,272.2
룩셈부르크,2008,진통제,19.5,272.2
룩셈부르크,2008,수면제 및 진정제,53.7,272.2
룩셈부르크,2008,항우울제,47.0,272.2
룩셈부르크,2009,소화관 및 신진대사,210.8,263.9
룩셈부르크,2009,소화성궤양 및 위장용 약물,70.0,263.9
룩셈부르크,2009,당뇨 약물,63.6,263.9
룩셈부르크,2009,심장 배당체,2.6,263.9
룩셈부르크,2009,항 부정맥제,7.5,263.9
룩셈부르크,2009,이뇨제,27.9,263.9
룩셈부르크,2009,향균제,25.7,263.9
룩셈부르크,2009,진통제,30.1,263.9
룩셈부르크,2009,수면제 및 진정제,53.9,263.9
룩셈부르크,2009,항우울제,47.9,263.9
룩셈부르크,2010,소화관 및 신진대사,249.7,251.1
룩셈부르크,2010,소화성궤양 및 위장용 약물,72.7,251.1
룩셈부르크,2010,당뇨 약물,63.8,251.1
룩셈부르크,2010,심장 배당체,2.4,251.1
룩셈부르크,2010,항 부정맥제,7.5,251.1
룩셈부르크,2010,이뇨제,29.2,251.1
룩셈부르크,2010,향균제,25.1,251.1
룩셈부르크,2010,진통제,30.0,251.1
룩셈부르크,2010,수면제 및 진정제,54.4,251.1
룩셈부르크,2010,항우울제,50.1,251.1
룩셈부르크,2011,소화관 및 신진대사,303.0,265.0
룩셈부르크,2011,소화성궤양 및 위장용 약물,77.3,265.0
룩셈부르크,2011,당뇨 약물,64.0,265.0
룩셈부르크,2011,심장 배당체,2.1,265.0
룩셈부르크,2011,항 부정맥제,7.7,265.0
룩셈부르크,2011,이뇨제,30.3,265.0
룩셈부르크,2011,향균제,25.2,265.0
룩셈부르크,2011,진통제,31.8,265.0
룩셈부르크,2011,수면제 및 진정제,52.6,265.0
룩셈부르크,2011,항우울제,51.4,265.0
룩셈부르크,2012,소화관 및 신진대사,360.4,251.5
룩셈부르크,2012,소화성궤양 및 위장용 약물,80.7,251.5
룩셈부르크,2012,당뇨 약물,63.4,251.5
룩셈부르크,2012,심장 배당체,2.0,251.5
룩셈부르크,2012,항 부정맥제,7.7,251.5
룩셈부르크,2012,이뇨제,31.7,251.5
룩셈부르크,2012,향균제,25.0,251.5
룩셈부르크,2012,진통제,32.4,251.5
룩셈부르크,2012,수면제 및 진정제,51.2,251.5
룩셈부르크,2012,항우울제,52.0,251.5
룩셈부르크,2013,소화관 및 신진대사,396.3,258.9
룩셈부르크,2013,소화성궤양 및 위장용 약물,82.8,258.9
룩셈부르크,2013,당뇨 약물,64.0,258.9
룩셈부르크,2013,심장 배당체,1.8,258.9
룩셈부르크,2013,항 부정맥제,7.5,258.9
룩셈부르크,2013,이뇨제,31.2,258.9
룩셈부르크,2013,향균제,25.0,258.9
룩셈부르크,2013,진통제,33.3,258.9
룩셈부르크,2013,수면제 및 진정제,50.2,258.9
룩셈부르크,2013,항우울제,53.4,258.9
룩셈부르크,2014,소화관 및 신진대사,415.6,254.1
룩셈부르크,2014,소화성궤양 및 위장용 약물,85.5,254.1
룩셈부르크,2014,당뇨 약물,64.6,254.1
룩셈부르크,2014,심장 배당체,1.6,254.1
룩셈부르크,2014,항 부정맥제,7.5,254.1
룩셈부르크,2014,이뇨제,31.3,254.1
룩셈부르크,2014,향균제,23.2,254.1
룩셈부르크,2014,진통제,33.0,254.1
룩셈부르크,2014,수면제 및 진정제,49.1,254.1
룩셈부르크,2014,항우울제,56.0,254.1
룩셈부르크,2015,소화관 및 신진대사,453.4,213.7
룩셈부르크,2015,소화성궤양 및 위장용 약물,89.4,213.7
룩셈부르크,2015,당뇨 약물,65.2,213.7
룩셈부르크,2015,심장 배당체,1.4,213.7
룩셈부르크,2015,항 부정맥제,7.3,213.7
룩셈부르크,2015,이뇨제,31.5,213.7
룩셈부르크,2015,향균제,23.5,213.7
룩셈부르크,2015,진통제,33.3,213.7
룩셈부르크,2015,수면제 및 진정제,48.3,213.7
룩셈부르크,2015,항우울제,53.7,213.7
룩셈부르크,2016,소화관 및 신진대사,465.8,215.7
룩셈부르크,2016,소화성궤양 및 위장용 약물,90.2,215.7
룩셈부르크,2016,당뇨 약물,64.9,215.7
룩셈부르크,2016,심장 배당체,1.3,215.7
룩셈부르크,2016,항 부정맥제,6.9,215.7
룩셈부르크,2016,이뇨제,31.9,215.7
룩셈부르크,2016,향균제,22.9,215.7
룩셈부르크,2016,진통제,33.5,215.7
룩셈부르크,2016,수면제 및 진정제,47.1,215.7
룩셈부르크,2016,항우울제,54.2,215.7
룩셈부르크,2017,소화관 및 신진대사,460.5,219.2
룩셈부르크,2017,소화성궤양 및 위장용 약물,87.3,219.2
룩셈부르크,2017,당뇨 약물,64.2,219.2
룩셈부르크,2017,심장 배당체,1.2,219.2
룩셈부르크,2017,항 부정맥제,6.9,219.2
룩셈부르크,2017,이뇨제,30.7,219.2
룩셈부르크,2017,향균제,22.6,219.2
룩셈부르크,2017,진통제,32.6,219.2
룩셈부르크,2017,수면제 및 진정제,45.6,219.2
룩셈부르크,2017,항우울제,53.0,219.2
룩셈부르크,2018,소화관 및 신진대사,432.6,234.6
룩셈부르크,2018,소화성궤양 및 위장용 약물,87.2,234.6
룩셈부르크,2018,당뇨 약물,64.0,234.6
룩셈부르크,2018,심장 배당체,1.1,234.6
룩셈부르크,2018,항 부정맥제,6.7,234.6
룩셈부르크,2018,이뇨제,30.0,234.6
룩셈부르크,2018,향균제,22.1,234.6
룩셈부르크,2018,진통제,33.0,234.6
룩셈부르크,2018,수면제 및 진정제,42.0,234.6
룩셈부르크,2018,항우울제,52.9,234.6
룩셈부르크,2019,소화관 및 신진대사,437.7,228.8
룩셈부르크,2019,소화성궤양 및 위장용 약물,87.0,228.8
룩셈부르크,2019,당뇨 약물,63.8,228.8
룩셈부르크,2019,심장 배당체,1.1,228.8
룩셈부르크,2019,항 부정맥제,6.5,228.8
룩셈부르크,2019,이뇨제,29.9,228.8
룩셈부르크,2019,향균제,21.1,228.8
룩셈부르크,2019,진통제,30.5,228.8
룩셈부르크,2019,수면제 및 진정제,40.2,228.8
룩셈부르크,2019,항우울제,53.8,228.8
룩셈부르크,2020,소화관 및 신진대사,471.6,237.6
룩셈부르크,2020,소화성궤양 및 위장용 약물,85.5,237.6
룩셈부르크,2020,당뇨 약물,62.9,237.6
룩셈부르크,2020,심장 배당체,1.0,237.6
룩셈부르크,2020,항 부정맥제,6.3,237.6
룩셈부르크,2020,이뇨제,30.8,237.6
룩셈부르크,2020,진통제,29.3,237.6
룩셈부르크,2020,수면제 및 진정제,39.7,237.6
룩셈부르크,2020,항우울제,53.9,237.6
네덜란드,1998,향균제,9.4,2867.2
네덜란드,1999,향균제,9.6,3057.7
네덜란드,2000,향균제,9.3,2854.9
네덜란드,2001,소화관 및 신진대사,135.2,3382.2
네덜란드,2001,제산제,1.1,3382.2
네덜란드,2001,소화성궤양 및 위장용 약물,40.9,3382.2
네덜란드,2001,당뇨 약물,46.3,3382.2
네덜란드,2001,심장 배당체,5.1,3382.2
네덜란드,2001,항 부정맥제,2.7,3382.2
네덜란드,2001,이뇨제,51.9,3382.2
네덜란드,2001,향균제,9.3,3382.2
네덜란드,2001,진통제,12.9,3382.2
네덜란드,2001,수면제 및 진정제,22.9,3382.2
네덜란드,2001,항우울제,31.4,3382.2
네덜란드,2002,소화관 및 신진대사,142.5,3870.3
네덜란드,2002,제산제,1.2,3870.3
네덜란드,2002,소화성궤양 및 위장용 약물,43.9,3870.3
네덜란드,2002,당뇨 약물,49.9,3870.3
네덜란드,2002,심장 배당체,4.7,3870.3
네덜란드,2002,항 부정맥제,2.7,3870.3
네덜란드,2002,이뇨제,51.7,3870.3
네덜란드,2002,향균제,9.4,3870.3
네덜란드,2002,진통제,14.0,3870.3
네덜란드,2002,수면제 및 진정제,22.8,3870.3
네덜란드,2002,항우울제,33.8,3870.3
네덜란드,2003,소화관 및 신진대사,151.5,4927.5
네덜란드,2003,제산제,1.2,4927.5
네덜란드,2003,소화성궤양 및 위장용 약물,47.6,4927.5
네덜란드,2003,당뇨 약물,53.9,4927.5
네덜란드,2003,심장 배당체,4.4,4927.5
네덜란드,2003,항 부정맥제,2.6,4927.5
네덜란드,2003,이뇨제,52.8,4927.5
네덜란드,2003,진통제,15.4,4927.5
네덜란드,2003,수면제 및 진정제,22.9,4927.5
네덜란드,2003,항우울제,35.5,4927.5
네덜란드,2004,소화관 및 신진대사,139.1,5339.5
네덜란드,2004,제산제,0.0,5339.5
네덜란드,2004,소화성궤양 및 위장용 약물,50.1,5339.5
네덜란드,2004,당뇨 약물,57.9,5339.5
네덜란드,2004,심장 배당체,4.2,5339.5
네덜란드,2004,항 부정맥제,2.6,5339.5
네덜란드,2004,이뇨제,54.3,5339.5
네덜란드,2004,진통제,9.3,5339.5
네덜란드,2004,수면제 및 진정제,22.9,5339.5
네덜란드,2004,항우울제,38.5,5339.5
네덜란드,2005,소화관 및 신진대사,155.2,5599.2
네덜란드,2005,제산제,0.0,5599.2
네덜란드,2005,소화성궤양 및 위장용 약물,53.2,5599.2
네덜란드,2005,당뇨 약물,60.6,5599.2
네덜란드,2005,심장 배당체,3.9,5599.2
네덜란드,2005,항 부정맥제,2.5,5599.2
네덜란드,2005,이뇨제,55.3,5599.2
네덜란드,2005,진통제,9.9,5599.2
네덜란드,2005,수면제 및 진정제,22.1,5599.2
네덜란드,2005,항우울제,39.0,5599.2
네덜란드,2006,소화관 및 신진대사,163.6,5885.3
네덜란드,2006,제산제,0.0,5885.3
네덜란드,2006,소화성궤양 및 위장용 약물,56.7,5885.3
네덜란드,2006,당뇨 약물,60.2,5885.3
네덜란드,2006,심장 배당체,3.7,5885.3
네덜란드,2006,항 부정맥제,2.8,5885.3
네덜란드,2006,이뇨제,54.2,5885.3
네덜란드,2006,진통제,10.3,5885.3
네덜란드,2006,수면제 및 진정제,20.8,5885.3
네덜란드,2006,항우울제,37.1,5885.3
네덜란드,2007,소화관 및 신진대사,177.2,6958.7
네덜란드,2007,제산제,0.0,6958.7
네덜란드,2007,소화성궤양 및 위장용 약물,64.0,6958.7
네덜란드,2007,당뇨 약물,68.5,6958.7
네덜란드,2007,심장 배당체,3.5,6958.7
네덜란드,2007,항 부정맥제,2.9,6958.7
네덜란드,2007,이뇨제,55.0,6958.7
네덜란드,2007,진통제,11.6,6958.7
네덜란드,2007,수면제 및 진정제,21.2,6958.7
네덜란드,2007,항우울제,39.9,6958.7
네덜란드,2008,소화관 및 신진대사,188.1,7594.0
네덜란드,2008,제산제,0.0,7594.0
네덜란드,2008,소화성궤양 및 위장용 약물,71.3,7594.0
네덜란드,2008,당뇨 약물,70.8,7594.0
네덜란드,2008,심장 배당체,3.4,7594.0
네덜란드,2008,항 부정맥제,2.9,7594.0
네덜란드,2008,이뇨제,56.1,7594.0
네덜란드,2008,진통제,11.8,7594.0
네덜란드,2008,수면제 및 진정제,20.4,7594.0
네덜란드,2008,항우울제,40.7,7594.0
네덜란드,2009,소화관 및 신진대사,196.2,7088.7
네덜란드,2009,제산제,0.0,7088.7
네덜란드,2009,소화성궤양 및 위장용 약물,78.3,7088.7
네덜란드,2009,당뇨 약물,70.5,7088.7
네덜란드,2009,심장 배당체,3.1,7088.7
네덜란드,2009,항 부정맥제,2.9,7088.7
