,대륙,국가,공통국가여부,항목구분,연도,값(백만 자국화폐),전년대비증감,key_currency_x,key_currency_ext,환율(자국화폐단위/$),서비스비용(백만$)
1976,유럽,아이슬란드,공통,장기 치료,2008,26878.0,2929.0,2008아이슬란드,2008아이슬란드,87.95,305.61
1977,유럽,아이슬란드,공통,장기 치료,2009,27731.0,853.0,2009아이슬란드,2009아이슬란드,123.64,224.29
1978,유럽,아이슬란드,공통,장기 치료,2010,27141.0,-590.0,2010아이슬란드,2010아이슬란드,122.24,222.03
1979,유럽,아이슬란드,공통,장기 치료,2011,29371.0,2230.0,2011아이슬란드,2011아이슬란드,115.95,253.31
1980,유럽,아이슬란드,공통,장기 치료,2012,30347.0,976.0,2012아이슬란드,2012아이슬란드,125.08,242.62
1981,유럽,아이슬란드,공통,장기 치료,2013,33469.0,3122.0,2013아이슬란드,2013아이슬란드,122.18,273.93
1982,유럽,아이슬란드,공통,장기 치료,2014,35326.0,1857.0,2014아이슬란드,2014아이슬란드,116.77,302.53
1983,유럽,아이슬란드,공통,장기 치료,2015,38752.0,3426.0,2015아이슬란드,2015아이슬란드,131.92,293.75
1984,유럽,아이슬란드,공통,장기 치료,2016,41619.0,2867.0,2016아이슬란드,2016아이슬란드,120.81,344.5
1985,유럽,아이슬란드,공통,장기 치료,2017,42860.0,1241.0,2017아이슬란드,2017아이슬란드,106.84,401.16
1986,유럽,아이슬란드,공통,장기 치료,2018,46436.0,3575.0,2018아이슬란드,2018아이슬란드,108.3,428.77
1987,유럽,아이슬란드,공통,장기 치료,2019,50645.0,4210.0,2019아이슬란드,2019아이슬란드,122.61,413.06
1988,유럽,아이슬란드,공통,보건 보조 서비스,2003,1654.0,,2003아이슬란드,2003아이슬란드,76.71,21.56
1989,유럽,아이슬란드,공통,보건 보조 서비스,2004,1805.0,151.0,2004아이슬란드,2004아이슬란드,70.19,25.72
1990,유럽,아이슬란드,공통,보건 보조 서비스,2005,1891.0,87.0,2005아이슬란드,2005아이슬란드,62.98,30.03
1991,유럽,아이슬란드,공통,보건 보조 서비스,2006,2129.0,238.0,2006아이슬란드,2006아이슬란드,70.18,30.34
1992,유럽,아이슬란드,공통,보건 보조 서비스,2007,2350.0,220.0,2007아이슬란드,2007아이슬란드,64.06,36.68
1993,유럽,아이슬란드,공통,보건 보조 서비스,2008,2648.0,299.0,2008아이슬란드,2008아이슬란드,87.95,30.11
1994,유럽,아이슬란드,공통,보건 보조 서비스,2009,2825.0,176.0,2009아이슬란드,2009아이슬란드,123.64,22.85
1995,유럽,아이슬란드,공통,보건 보조 서비스,2010,2854.0,29.0,2010아이슬란드,2010아이슬란드,122.24,23.35
1996,유럽,아이슬란드,공통,보건 보조 서비스,2011,2990.0,136.0,2011아이슬란드,2011아이슬란드,115.95,25.79
1997,유럽,아이슬란드,공통,보건 보조 서비스,2012,3303.0,313.0,2012아이슬란드,2012아이슬란드,125.08,26.41
1998,유럽,아이슬란드,공통,보건 보조 서비스,2013,3650.0,346.0,2013아이슬란드,2013아이슬란드,122.18,29.87
1999,유럽,아이슬란드,공통,보건 보조 서비스,2014,4353.0,704.0,2014아이슬란드,2014아이슬란드,116.77,37.28
2000,유럽,아이슬란드,공통,보건 보조 서비스,2015,4575.0,222.0,2015아이슬란드,2015아이슬란드,131.92,34.68
2001,유럽,아이슬란드,공통,보건 보조 서비스,2016,5011.0,436.0,2016아이슬란드,2016아이슬란드,120.81,41.48
2002,유럽,아이슬란드,공통,보건 보조 서비스,2017,5378.0,367.0,2017아이슬란드,2017아이슬란드,106.84,50.34
2003,유럽,아이슬란드,공통,보건 보조 서비스,2018,5774.0,396.0,2018아이슬란드,2018아이슬란드,108.3,53.31
2004,유럽,아이슬란드,공통,보건 보조 서비스,2019,6373.0,600.0,2019아이슬란드,2019아이슬란드,122.61,51.98
2005,유럽,아이슬란드,공통,의료품,1998,8882.0,1408.0,1998아이슬란드,1998아이슬란드,70.96,125.17
2006,유럽,아이슬란드,공통,의료품,1999,9859.0,978.0,1999아이슬란드,1999아이슬란드,72.34,136.29
2007,유럽,아이슬란드,공통,의료품,2000,11121.0,1262.0,2000아이슬란드,2000아이슬란드,78.62,141.45
2008,유럽,아이슬란드,공통,의료품,2001,12097.0,976.0,2001아이슬란드,2001아이슬란드,97.43,124.16
2009,유럽,아이슬란드,공통,의료품,2002,13729.0,1632.0,2002아이슬란드,2002아이슬란드,91.66,149.78
2010,유럽,아이슬란드,공통,의료품,2003,15035.0,1306.0,2003아이슬란드,2003아이슬란드,76.71,196.0
2011,유럽,아이슬란드,공통,의료품,2004,15902.0,867.0,2004아이슬란드,2004아이슬란드,70.19,226.56
2012,유럽,아이슬란드,공통,의료품,2005,15877.0,-25.0,2005아이슬란드,2005아이슬란드,62.98,252.1
2013,유럽,아이슬란드,공통,의료품,2006,17334.0,1457.0,2006아이슬란드,2006아이슬란드,70.18,246.99
2014,유럽,아이슬란드,공통,의료품,2007,18532.0,1198.0,2007아이슬란드,2007아이슬란드,64.06,289.29
2015,유럽,아이슬란드,공통,의료품,2008,22493.0,3961.0,2008아이슬란드,2008아이슬란드,87.95,255.75
2016,유럽,아이슬란드,공통,의료품,2009,25931.0,3438.0,2009아이슬란드,2009아이슬란드,123.64,209.73
2017,유럽,아이슬란드,공통,의료품,2010,26266.0,335.0,2010아이슬란드,2010아이슬란드,122.24,214.87
2018,유럽,아이슬란드,공통,의료품,2011,26121.0,-145.0,2011아이슬란드,2011아이슬란드,115.95,225.28
2019,유럽,아이슬란드,공통,의료품,2012,26492.0,371.0,2012아이슬란드,2012아이슬란드,125.08,211.8
2020,유럽,아이슬란드,공통,의료품,2013,26425.0,-67.0,2013아이슬란드,2013아이슬란드,122.18,216.28
2021,유럽,아이슬란드,공통,의료품,2014,26514.0,89.0,2014아이슬란드,2014아이슬란드,116.77,227.06
2022,유럽,아이슬란드,공통,의료품,2015,28004.0,1490.0,2015아이슬란드,2015아이슬란드,131.92,212.28
2023,유럽,아이슬란드,공통,의료품,2016,28770.0,766.0,2016아이슬란드,2016아이슬란드,120.81,238.14
2024,유럽,아이슬란드,공통,의료품,2017,29553.0,782.0,2017아이슬란드,2017아이슬란드,106.84,276.61
2025,유럽,아이슬란드,공통,의료품,2018,31696.0,2143.0,2018아이슬란드,2018아이슬란드,108.3,292.67
2026,유럽,아이슬란드,공통,의료품,2019,35312.0,3616.0,2019아이슬란드,2019아이슬란드,122.61,288.0
2027,유럽,아이슬란드,공통,예방치료,1998,245.0,-556.0,1998아이슬란드,1998아이슬란드,70.96,3.45
2028,유럽,아이슬란드,공통,예방치료,1999,329.0,84.0,1999아이슬란드,1999아이슬란드,72.34,4.55
2029,유럽,아이슬란드,공통,예방치료,2000,312.0,-17.0,2000아이슬란드,2000아이슬란드,78.62,3.97
2030,유럽,아이슬란드,공통,예방치료,2001,341.0,29.0,2001아이슬란드,2001아이슬란드,97.43,3.5
2031,유럽,아이슬란드,공통,예방치료,2002,382.0,41.0,2002아이슬란드,2002아이슬란드,91.66,4.17
2032,유럽,아이슬란드,공통,예방치료,2003,1980.0,1598.0,2003아이슬란드,2003아이슬란드,76.71,25.81
2033,유럽,아이슬란드,공통,예방치료,2004,2080.0,99.0,2004아이슬란드,2004아이슬란드,70.19,29.63
2034,유럽,아이슬란드,공통,예방치료,2005,2272.0,192.0,2005아이슬란드,2005아이슬란드,62.98,36.07
2035,유럽,아이슬란드,공통,예방치료,2006,2502.0,230.0,2006아이슬란드,2006아이슬란드,70.18,35.65
2036,유럽,아이슬란드,공통,예방치료,2007,2943.0,440.0,2007아이슬란드,2007아이슬란드,64.06,45.94
2037,유럽,아이슬란드,공통,예방치료,2008,3233.0,290.0,2008아이슬란드,2008아이슬란드,87.95,36.76
2038,유럽,아이슬란드,공통,예방치료,2009,3459.0,226.0,2009아이슬란드,2009아이슬란드,123.64,27.98
2039,유럽,아이슬란드,공통,예방치료,2010,3677.0,217.0,2010아이슬란드,2010아이슬란드,122.24,30.08
2040,유럽,아이슬란드,공통,예방치료,2011,3517.0,-159.0,2011아이슬란드,2011아이슬란드,115.95,30.33
2041,유럽,아이슬란드,공통,예방치료,2012,3798.0,281.0,2012아이슬란드,2012아이슬란드,125.08,30.36
2042,유럽,아이슬란드,공통,예방치료,2013,4131.0,332.0,2013아이슬란드,2013아이슬란드,122.18,33.81
2043,유럽,아이슬란드,공통,예방치료,2014,4151.0,20.0,2014아이슬란드,2014아이슬란드,116.77,35.55
2044,유럽,아이슬란드,공통,예방치료,2015,4456.0,305.0,2015아이슬란드,2015아이슬란드,131.92,33.78
2045,유럽,아이슬란드,공통,예방치료,2016,4959.0,502.0,2016아이슬란드,2016아이슬란드,120.81,41.05
2046,유럽,아이슬란드,공통,예방치료,2017,5366.0,407.0,2017아이슬란드,2017아이슬란드,106.84,50.22
2047,유럽,아이슬란드,공통,예방치료,2018,5889.0,523.0,2018아이슬란드,2018아이슬란드,108.3,54.38
2048,유럽,아이슬란드,공통,예방치료,2019,5873.0,-16.0,2019아이슬란드,2019아이슬란드,122.61,47.9
2049,유럽,아이슬란드,공통,정부의료체계 및 재정행정,1998,1085.0,463.0,1998아이슬란드,1998아이슬란드,70.96,15.29
2050,유럽,아이슬란드,공통,정부의료체계 및 재정행정,1999,1349.0,264.0,1999아이슬란드,1999아이슬란드,72.34,18.65
2051,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2000,1445.0,96.0,2000아이슬란드,2000아이슬란드,78.62,18.38
2052,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2001,1474.0,29.0,2001아이슬란드,2001아이슬란드,97.43,15.13
2053,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2002,2179.0,705.0,2002아이슬란드,2002아이슬란드,91.66,23.77
2054,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2003,1367.0,-812.0,2003아이슬란드,2003아이슬란드,76.71,17.82
2055,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2004,1473.0,106.0,2004아이슬란드,2004아이슬란드,70.19,20.99
2056,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2005,1703.0,230.0,2005아이슬란드,2005아이슬란드,62.98,27.04
2057,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2006,1666.0,-37.0,2006아이슬란드,2006아이슬란드,70.18,23.74
2058,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2007,2054.0,388.0,2007아이슬란드,2007아이슬란드,64.06,32.06
2059,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2008,2175.0,121.0,2008아이슬란드,2008아이슬란드,87.95,24.73
2060,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2009,2282.0,107.0,2009아이슬란드,2009아이슬란드,123.64,18.46
2061,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2010,2291.0,9.0,2010아이슬란드,2010아이슬란드,122.24,18.74
2062,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2011,2200.0,-91.0,2011아이슬란드,2011아이슬란드,115.95,18.97
2063,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2012,2208.0,8.0,2012아이슬란드,2012아이슬란드,125.08,17.65
2064,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2013,2357.0,149.0,2013아이슬란드,2013아이슬란드,122.18,19.29
2065,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2014,2124.0,-233.0,2014아이슬란드,2014아이슬란드,116.77,18.19
2066,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2015,2320.0,196.0,2015아이슬란드,2015아이슬란드,131.92,17.59
2067,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2016,2442.0,122.0,2016아이슬란드,2016아이슬란드,120.81,20.21
2068,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2017,5035.0,2593.0,2017아이슬란드,2017아이슬란드,106.84,47.13
2069,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2018,5319.0,283.0,2018아이슬란드,2018아이슬란드,108.3,49.11
2070,유럽,아이슬란드,공통,정부의료체계 및 재정행정,2019,4403.0,-916.0,2019아이슬란드,2019아이슬란드,122.61,35.91
2071,유럽,아일랜드,공통,보건 당기 지출,1998,4528.0,473.0,1998아일랜드,1998아일랜드,0.7,6468.57
2072,유럽,아일랜드,공통,보건 당기 지출,1999,5178.0,651.0,1999아일랜드,1999덴마크,6.98,741.83
2073,유럽,아일랜드,공통,보건 당기 지출,2000,6400.0,1222.0,2000아일랜드,2000덴마크,8.08,792.08
2074,유럽,아일랜드,공통,보건 당기 지출,2001,7805.0,1404.0,2001아일랜드,2001덴마크,8.32,938.1
2075,유럽,아일랜드,공통,보건 당기 지출,2002,9075.0,1270.0,2002아일랜드,2002덴마크,7.9,1148.73
2076,유럽,아일랜드,공통,보건 당기 지출,2003,10201.0,1127.0,2003아일랜드,2003덴마크,6.59,1547.95
2077,유럽,아일랜드,공통,보건 당기 지출,2004,11282.0,1080.0,2004아일랜드,2004덴마크,5.99,1883.47
2078,유럽,아일랜드,공통,보건 당기 지출,2005,13016.0,1734.0,2005아일랜드,2005덴마크,6.0,2169.33
2079,유럽,아일랜드,공통,보건 당기 지출,2006,13899.0,884.0,2006아일랜드,2006덴마크,5.95,2335.97
2080,유럽,아일랜드,공통,보건 당기 지출,2007,15387.0,1487.0,2007아일랜드,2007덴마크,5.44,2828.49
2081,유럽,아일랜드,공통,보건 당기 지출,2008,17091.0,1704.0,2008아일랜드,2008덴마크,5.1,3351.18
2082,유럽,아일랜드,공통,보건 당기 지출,2009,17838.0,747.0,2009아일랜드,2009덴마크,5.36,3327.99
2083,유럽,아일랜드,공통,보건 당기 지출,2010,17616.0,-222.0,2010아일랜드,2010덴마크,5.62,3134.52
2084,유럽,아일랜드,공통,보건 당기 지출,2011,18252.0,636.0,2011아일랜드,2011덴마크,5.37,3398.88
2085,유럽,아일랜드,공통,보건 당기 지출,2012,18653.0,401.0,2012아일랜드,2012덴마크,5.79,3221.59
2086,유럽,아일랜드,공통,보건 당기 지출,2013,18495.0,-158.0,2013아일랜드,2013덴마크,5.62,3290.93
2087,유럽,아일랜드,공통,보건 당기 지출,2014,18607.0,112.0,2014아일랜드,2014덴마크,5.61,3316.76
2088,유럽,아일랜드,공통,보건 당기 지출,2015,19230.0,623.0,2015아일랜드,2015덴마크,6.73,2857.36
2089,유럽,아일랜드,공통,보건 당기 지출,2016,20107.0,877.0,2016아일랜드,2016덴마크,6.73,2987.67
2090,유럽,아일랜드,공통,보건 당기 지출,2017,21219.0,1112.0,2017아일랜드,2017덴마크,6.6,3215.0
2091,유럽,아일랜드,공통,보건 당기 지출,2018,22432.0,1213.0,2018아일랜드,2018덴마크,6.32,3549.37
2092,유럽,아일랜드,공통,보건 당기 지출,2019,23782.0,1350.0,2019아일랜드,2019덴마크,6.67,3565.52
2093,유럽,아일랜드,공통,치료 및 재활 치료,2011,9849.0,,2011아일랜드,2011덴마크,5.37,1834.08
2094,유럽,아일랜드,공통,치료 및 재활 치료,2012,9954.0,105.0,2012아일랜드,2012덴마크,5.79,1719.17
2095,유럽,아일랜드,공통,치료 및 재활 치료,2013,9967.0,12.0,2013아일랜드,2013덴마크,5.62,1773.49
2096,유럽,아일랜드,공통,치료 및 재활 치료,2014,10077.0,110.0,2014아일랜드,2014덴마크,5.61,1796.26
2097,유럽,아일랜드,공통,치료 및 재활 치료,2015,10507.0,430.0,2015아일랜드,2015덴마크,6.73,1561.22
2098,유럽,아일랜드,공통,치료 및 재활 치료,2016,11009.0,503.0,2016아일랜드,2016덴마크,6.73,1635.81
2099,유럽,아일랜드,공통,치료 및 재활 치료,2017,11758.0,749.0,2017아일랜드,2017덴마크,6.6,1781.52
2100,유럽,아일랜드,공통,치료 및 재활 치료,2018,12543.0,785.0,2018아일랜드,2018덴마크,6.32,1984.65
2101,유럽,아일랜드,공통,치료 및 재활 치료,2019,13416.0,873.0,2019아일랜드,2019덴마크,6.67,2011.39
2102,유럽,아일랜드,공통,장기 치료,2011,3893.0,,2011아일랜드,2011덴마크,5.37,724.95
2103,유럽,아일랜드,공통,장기 치료,2012,4118.0,225.0,2012아일랜드,2012덴마크,5.79,711.23
2104,유럽,아일랜드,공통,장기 치료,2013,3931.0,-187.0,2013아일랜드,2013덴마크,5.62,699.47
2105,유럽,아일랜드,공통,장기 치료,2014,4061.0,130.0,2014아일랜드,2014덴마크,5.61,723.89
2106,유럽,아일랜드,공통,장기 치료,2015,4171.0,110.0,2015아일랜드,2015덴마크,6.73,619.76
2107,유럽,아일랜드,공통,장기 치료,2016,4408.0,236.0,2016아일랜드,2016덴마크,6.73,654.98
2108,유럽,아일랜드,공통,장기 치료,2017,4538.0,130.0,2017아일랜드,2017덴마크,6.6,687.58
2109,유럽,아일랜드,공통,장기 치료,2018,4825.0,286.0,2018아일랜드,2018덴마크,6.32,763.45
2110,유럽,아일랜드,공통,장기 치료,2019,5144.0,319.0,2019아일랜드,2019덴마크,6.67,771.21
2111,유럽,아일랜드,공통,보건 보조 서비스,2011,533.0,,2011아일랜드,2011덴마크,5.37,99.26
2112,유럽,아일랜드,공통,보건 보조 서비스,2012,512.0,-21.0,2012아일랜드,2012덴마크,5.79,88.43
2113,유럽,아일랜드,공통,보건 보조 서비스,2013,567.0,55.0,2013아일랜드,2013덴마크,5.62,100.89
2114,유럽,아일랜드,공통,보건 보조 서비스,2014,527.0,-40.0,2014아일랜드,2014덴마크,5.61,93.94
2115,유럽,아일랜드,공통,보건 보조 서비스,2015,548.0,20.0,2015아일랜드,2015덴마크,6.73,81.43
2116,유럽,아일랜드,공통,보건 보조 서비스,2016,577.0,29.0,2016아일랜드,2016덴마크,6.73,85.74
2117,유럽,아일랜드,공통,보건 보조 서비스,2017,598.0,22.0,2017아일랜드,2017덴마크,6.6,90.61
2118,유럽,아일랜드,공통,보건 보조 서비스,2018,620.0,22.0,2018아일랜드,2018덴마크,6.32,98.1
2119,유럽,아일랜드,공통,보건 보조 서비스,2019,674.0,54.0,2019아일랜드,2019덴마크,6.67,101.05
2120,유럽,아일랜드,공통,의료품,2011,2815.0,,2011아일랜드,2011덴마크,5.37,524.21
2121,유럽,아일랜드,공통,의료품,2012,2900.0,85.0,2012아일랜드,2012덴마크,5.79,500.86
2122,유럽,아일랜드,공통,의료품,2013,2740.0,-161.0,2013아일랜드,2013덴마크,5.62,487.54
2123,유럽,아일랜드,공통,의료품,2014,2701.0,-38.0,2014아일랜드,2014덴마크,5.61,481.46
2124,유럽,아일랜드,공통,의료품,2015,2751.0,50.0,2015아일랜드,2015덴마크,6.73,408.77
2125,유럽,아일랜드,공통,의료품,2016,2866.0,115.0,2016아일랜드,2016덴마크,6.73,425.85
2126,유럽,아일랜드,공통,의료품,2017,2992.0,126.0,2017아일랜드,2017덴마크,6.6,453.33
2127,유럽,아일랜드,공통,의료품,2018,3084.0,91.0,2018아일랜드,2018덴마크,6.32,487.97
2128,유럽,아일랜드,공통,의료품,2019,3130.0,47.0,2019아일랜드,2019덴마크,6.67,469.27
2129,유럽,아일랜드,공통,예방치료,2011,549.0,,2011아일랜드,2011덴마크,5.37,102.23
2130,유럽,아일랜드,공통,예방치료,2012,533.0,-16.0,2012아일랜드,2012덴마크,5.79,92.06
2131,유럽,아일랜드,공통,예방치료,2013,525.0,-8.0,2013아일랜드,2013덴마크,5.62,93.42
2132,유럽,아일랜드,공통,예방치료,2014,514.0,-11.0,2014아일랜드,2014덴마크,5.61,91.62
2133,유럽,아일랜드,공통,예방치료,2015,517.0,3.0,2015아일랜드,2015덴마크,6.73,76.82
2134,유럽,아일랜드,공통,예방치료,2016,527.0,9.0,2016아일랜드,2016덴마크,6.73,78.31
2135,유럽,아일랜드,공통,예방치료,2017,563.0,36.0,2017아일랜드,2017덴마크,6.6,85.3
2136,유럽,아일랜드,공통,예방치료,2018,584.0,21.0,2018아일랜드,2018덴마크,6.32,92.41
2137,유럽,아일랜드,공통,예방치료,2019,634.0,50.0,2019아일랜드,2019덴마크,6.67,95.05
2138,유럽,아일랜드,공통,정부의료체계 및 재정행정,2011,479.0,,2011아일랜드,2011덴마크,5.37,89.2
2139,유럽,아일랜드,공통,정부의료체계 및 재정행정,2012,496.0,17.0,2012아일랜드,2012덴마크,5.79,85.66
2140,유럽,아일랜드,공통,정부의료체계 및 재정행정,2013,623.0,127.0,2013아일랜드,2013덴마크,5.62,110.85
2141,유럽,아일랜드,공통,정부의료체계 및 재정행정,2014,575.0,-48.0,2014아일랜드,2014덴마크,5.61,102.5
2142,유럽,아일랜드,공통,정부의료체계 및 재정행정,2015,575.0,0.0,2015아일랜드,2015덴마크,6.73,85.44
2143,유럽,아일랜드,공통,정부의료체계 및 재정행정,2016,549.0,-25.0,2016아일랜드,2016덴마크,6.73,81.58
2144,유럽,아일랜드,공통,정부의료체계 및 재정행정,2017,567.0,17.0,2017아일랜드,2017덴마크,6.6,85.91
2145,유럽,아일랜드,공통,정부의료체계 및 재정행정,2018,567.0,0.0,2018아일랜드,2018덴마크,6.32,89.72
2146,유럽,아일랜드,공통,정부의료체계 및 재정행정,2019,556.0,-11.0,2019아일랜드,2019덴마크,6.67,83.36
2147,유럽,이탈리아,공통,보건 당기 지출,1998,82530.0,3796.0,1998이탈리아,1998이탈리아,1736.21,47.53
2148,유럽,이탈리아,공통,보건 당기 지출,1999,85970.0,3440.0,1999이탈리아,1999덴마크,6.98,12316.62
2149,유럽,이탈리아,공통,보건 당기 지출,2000,93941.0,7971.0,2000이탈리아,2000덴마크,8.08,11626.36
2150,유럽,이탈리아,공통,보건 당기 지출,2001,100909.0,6968.0,2001이탈리아,2001덴마크,8.32,12128.49
2151,유럽,이탈리아,공통,보건 당기 지출,2002,106224.0,5315.0,2002이탈리아,2002덴마크,7.9,13446.08
2152,유럽,이탈리아,공통,보건 당기 지출,2003,109246.0,3022.0,2003이탈리아,2003덴마크,6.59,16577.54
2153,유럽,이탈리아,공통,보건 당기 지출,2004,118589.0,9343.0,2004이탈리아,2004덴마크,5.99,19797.83
2154,유럽,이탈리아,공통,보건 당기 지출,2005,124559.0,5970.0,2005이탈리아,2005덴마크,6.0,20759.83
2155,유럽,이탈리아,공통,보건 당기 지출,2006,130996.0,6437.0,2006이탈리아,2006덴마크,5.95,22016.13
2156,유럽,이탈리아,공통,보건 당기 지출,2007,131385.0,389.0,2007이탈리아,2007덴마크,5.44,24151.65
2157,유럽,이탈리아,공통,보건 당기 지출,2008,139742.0,8357.0,2008이탈리아,2008덴마크,5.1,27400.39
2158,유럽,이탈리아,공통,보건 당기 지출,2009,141190.0,1448.0,2009이탈리아,2009덴마크,5.36,26341.42
2159,유럽,이탈리아,공통,보건 당기 지출,2010,143662.0,2472.0,2010이탈리아,2010덴마크,5.62,25562.63
2160,유럽,이탈리아,공통,보건 당기 지출,2011,144664.0,1002.0,2011이탈리아,2011덴마크,5.37,26939.29
2161,유럽,이탈리아,공통,보건 당기 지출,2012,142676.0,-1988.0,2012이탈리아,2012덴마크,5.79,24641.8
2162,유럽,이탈리아,공통,보건 당기 지출,2013,141526.0,-1150.0,2013이탈리아,2013덴마크,5.62,25182.56
2163,유럽,이탈리아,공통,보건 당기 지출,2014,144317.0,2791.0,2014이탈리아,2014덴마크,5.61,25724.96
2164,유럽,이탈리아,공통,보건 당기 지출,2015,146613.0,2296.0,2015이탈리아,2015덴마크,6.73,21784.99
2165,유럽,이탈리아,공통,보건 당기 지출,2016,147963.0,1350.0,2016이탈리아,2016덴마크,6.73,21985.59
2166,유럽,이탈리아,공통,보건 당기 지출,2017,150697.0,2734.0,2017이탈리아,2017덴마크,6.6,22832.88
2167,유럽,이탈리아,공통,보건 당기 지출,2018,153685.0,2988.0,2018이탈리아,2018덴마크,6.32,24317.25
2168,유럽,이탈리아,공통,보건 당기 지출,2019,155249.0,1564.0,2019이탈리아,2019덴마크,6.67,23275.71
2169,유럽,이탈리아,공통,치료 및 재활 치료,2012,79760.0,,2012이탈리아,2012덴마크,5.79,13775.47
2170,유럽,이탈리아,공통,치료 및 재활 치료,2013,78223.0,-1537.0,2013이탈리아,2013덴마크,5.62,13918.68
2171,유럽,이탈리아,공통,치료 및 재활 치료,2014,79951.0,1728.0,2014이탈리아,2014덴마크,5.61,14251.52
2172,유럽,이탈리아,공통,치료 및 재활 치료,2015,80893.0,942.0,2015이탈리아,2015덴마크,6.73,12019.76
2173,유럽,이탈리아,공통,치료 및 재활 치료,2016,81316.0,423.0,2016이탈리아,2016덴마크,6.73,12082.62
2174,유럽,이탈리아,공통,치료 및 재활 치료,2017,82356.0,1040.0,2017이탈리아,2017덴마크,6.6,12478.18
2175,유럽,이탈리아,공통,치료 및 재활 치료,2018,83361.0,1005.0,2018이탈리아,2018덴마크,6.32,13190.03
2176,유럽,이탈리아,공통,치료 및 재활 치료,2019,83825.0,464.0,2019이탈리아,2019덴마크,6.67,12567.47
2177,유럽,이탈리아,공통,장기 치료,2012,14753.0,,2012이탈리아,2012덴마크,5.79,2548.01
2178,유럽,이탈리아,공통,장기 치료,2013,14964.0,211.0,2013이탈리아,2013덴마크,5.62,2662.63
2179,유럽,이탈리아,공통,장기 치료,2014,15228.0,264.0,2014이탈리아,2014덴마크,5.61,2714.44
2180,유럽,이탈리아,공통,장기 치료,2015,15190.0,-38.0,2015이탈리아,2015덴마크,6.73,2257.06
2181,유럽,이탈리아,공통,장기 치료,2016,15478.0,288.0,2016이탈리아,2016덴마크,6.73,2299.85
2182,유럽,이탈리아,공통,장기 치료,2017,16039.0,561.0,2017이탈리아,2017덴마크,6.6,2430.15
2183,유럽,이탈리아,공통,장기 치료,2018,16298.0,259.0,2018이탈리아,2018덴마크,6.32,2578.8
2184,유럽,이탈리아,공통,장기 치료,2019,16483.0,185.0,2019이탈리아,2019덴마크,6.67,2471.21
2185,유럽,이탈리아,공통,보건 보조 서비스,2012,12376.0,,2012이탈리아,2012덴마크,5.79,2137.48
2186,유럽,이탈리아,공통,보건 보조 서비스,2013,12304.0,-72.0,2013이탈리아,2013덴마크,5.62,2189.32
2187,유럽,이탈리아,공통,보건 보조 서비스,2014,12458.0,154.0,2014이탈리아,2014덴마크,5.61,2220.68
2188,유럽,이탈리아,공통,보건 보조 서비스,2015,12015.0,-443.0,2015이탈리아,2015덴마크,6.73,1785.29
2189,유럽,이탈리아,공통,보건 보조 서비스,2016,12147.0,132.0,2016이탈리아,2016덴마크,6.73,1804.9
2190,유럽,이탈리아,공통,보건 보조 서비스,2017,12331.0,184.0,2017이탈리아,2017덴마크,6.6,1868.33
2191,유럽,이탈리아,공통,보건 보조 서비스,2018,12503.0,172.0,2018이탈리아,2018덴마크,6.32,1978.32
2192,유럽,이탈리아,공통,보건 보조 서비스,2019,12596.0,93.0,2019이탈리아,2019덴마크,6.67,1888.46
2193,유럽,이탈리아,공통,의료품,1998,17037.0,1146.0,1998이탈리아,1998이탈리아,1736.21,9.81
2194,유럽,이탈리아,공통,의료품,1999,18206.0,1169.0,1999이탈리아,1999덴마크,6.98,2608.31
2195,유럽,이탈리아,공통,의료품,2000,19876.0,1670.0,2000이탈리아,2000덴마크,8.08,2459.9
2196,유럽,이탈리아,공통,의료품,2001,22119.0,2243.0,2001이탈리아,2001덴마크,8.32,2658.53
2197,유럽,이탈리아,공통,의료품,2002,23226.0,1107.0,2002이탈리아,2002덴마크,7.9,2940.0
2198,유럽,이탈리아,공통,의료품,2003,23351.0,125.0,2003이탈리아,2003덴마크,6.59,3543.4
2199,유럽,이탈리아,공통,의료품,2004,24899.0,1548.0,2004이탈리아,2004덴마크,5.99,4156.76
2200,유럽,이탈리아,공통,의료품,2005,25373.0,474.0,2005이탈리아,2005덴마크,6.0,4228.83
2201,유럽,이탈리아,공통,의료품,2006,26361.0,988.0,2006이탈리아,2006덴마크,5.95,4430.42
