"국가별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"덴마크","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"에스토니아","경상(GDP 대비%)","","","","5.15698433","4.77708292","4.70043564","4.85959911","5.119555","5.05801439","4.76530361","4.98330879","5.71032381","6.51218891","6.27224827","5.76757813","5.79034519","5.97791481","6.08077621","6.34629202","6.42956781","6.59183788","6.6878767",
"에스토니아","공공(경상보건비 대비%)","","","","76.06137085","78.25784302","76.21243286","76.02256775","73.93648529","74.01464844","74.75247192","75.04586792","76.23106384","77.17990112","74.20081329","74.99227142","76.13853455","75.46357727","75.37684631","75.34111786","75.4183197","73.5071106","73.57420349",
"에스토니아","1인당 보건지출(US$)","","","","209.71313477","214.70414734","250.48020935","349.05804443","455.06811523","524.68011475","600.50787354","832.73309326","1038.56225586","963.01965332","926.4541626","1015.96826172","1013.31420898","1144.64685059","1238.92700195","1112.9140625","1186.1027832","1350.38061523","1552.96875",
"에스토니아","외부보건비(경상보건비 대비%)","","","",".01804261","0","0",".30559474",".67904931",".48831528",".66522276",".57492352",".43139732",".367369","1.81291568","1.43225133",".39226943",".06151683",".23629104",".20466951",".18434486",".02718311",".02545548",
"핀란드","경상(GDP 대비%)","","","","7.09253168","7.25090408","7.62769508","7.93805122","8.05912876","8.28795624","8.2841177","8.08359337","8.34310627","9.16122246","9.14202785","9.22303009","9.5857954","9.80534649","9.78115082","9.64523888","9.37796021","9.14156628","9.037323",
"핀란드","공공(경상보건비 대비%)","","","","75.72886658","76.21708679","76.82077026","77.31451416","77.83822632","77.80792999","78.74399567","78.62154388","78.82754517","79.02602386","78.54332733","79.16613007","79.80426788","79.46150208","79.55601501","78.56343079","77.83335114","78.01247406","78.55683899",
"핀란드","1인당 보건지출(US$)","","","","1722.8326416","1806.0501709","2054.26293945","2606.77587891","3035.97875977","3228.95214844","3407.66552734","3911.96582031","4481.21679688","4347.12158203","4249.60205078","4715.93505859","4572.5234375","4892.09716797","4922.67578125","4127.14990234","4107.06298828","4233.46826172","4515.67724609",
"핀란드","외부보건비(경상보건비 대비%)","","","",".00604633",".00953495",".00950312",".00385928",".00177047",".00144986",".00142368",".00122285",".00002468",".00462677",".00697872",".00609815",".0029315",".00123792",".00210506",".00118064",".00145534",".00282098",".00398112",
"프랑스","경상(GDP 대비%)","","","","9.58447742","9.70562744","10.02218628","10.08283329","10.16429329","10.2148447","10.39308834","10.33102131","10.51212215","11.29670525","11.24011326","11.20183182","11.31324291","11.43607998","11.58073521","11.46616745","11.50134468","11.39050198","11.25789452",
"프랑스","공공(경상보건비 대비%)","","","","72.7290802","72.75836945","73.0019989","72.63542175","72.64557648","72.54794312","71.2859726","71.12648773","70.64816284","70.69538879","70.46735382","70.23535919","70.31851196","70.46586609","70.5585022","72.39619446","72.62880707","73.30458832","73.37121582",
"프랑스","1인당 보건지출(US$)","","","","2161.85302734","2192.71582031","2449.75830078","3006.3059082","3458.62744141","3575.02514648","3814.27636719","4318.73876953","4812.53662109","4741.41552734","4598.3203125","4939.31054688","4651.10839844","4901.93310547","4998.66845703","4208.38623047","4268.17431641","4424.5078125","4690.07226563",
"프랑스","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"독일","경상(GDP 대비%)","","","","9.8881979","9.92046165","10.18361187","10.40197659","10.14598751","10.31149673","10.17961693","10.05104923","10.2510128","11.23758507","11.0968647","10.77629662","10.84700775","10.99187183","11.01583958","11.17801952","11.23043633","11.32229614","11.42995071",
"독일","공공(경상보건비 대비%)","","","","78.20436859","78.17618561","77.82423401","77.41244507","75.89640808","75.67713165","75.24259949","75.17105865","75.28702545","75.65829468","75.69930267","75.40738678","75.42950439","76.41641235","77.01322174","76.95429993","77.26000977","77.71173096","77.68405914",
"독일","1인당 보건지출(US$)","","","","2344.35473633","2346.61499023","2567.49145508","3152.78051758","3459.80957031","3558.19824219","3697.92163086","4182.79931641","4669.63525391","4674.78320313","4611.81054688","5036.48486328","4762.84765625","5096.82080078","5304.31884766","4622.20654297","4742.03417969","5052.67333984","5472.20214844",
"독일","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"그리스","경상(GDP 대비%)","","","","7.24332571","7.9878397","8.23378086","8.44915676","8.09390354","8.56466961","8.25866985","8.39808178","8.82774258","9.40688515","9.51564121","9.02808571","8.79238129","8.31875896","7.84993553","8.01678371","8.21496582","7.96522522","7.71544075",
"그리스","공공(경상보건비 대비%)","","","","61.6264267","63.20637894","60.45768738","59.86405563","58.62460327","60.83423615","61.60876846","63.33696365","65.33537292","68.3194046","68.90562439","65.7029953","63.60472488","61.02732468","56.98850632","56.86277008","52.12170029","52.10676956","51.93396378",
"그리스","1인당 보건지출(US$)","","","","885.41040039","1004.81542969","1168.82409668","1566.40979004","1782.69592285","1935.26757813","2052.87548828","2426.75952148","2840.50854492","2809.05957031","2564.36987305","2338.91577148","1948.24816895","1813.8782959","1705.11437988","1452.07446289","1488.1986084","1505.94140625","1566.89990234",
"그리스","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0",".00954611",".01941357",".18618281",".14563514",".82978672","1.30178809","1.6442982",".25986117",".17922209",".1363593",
"헝가리","경상(GDP 대비%)","","","","6.77804375","6.82614756","7.12101698","8.11923409","7.77005482","8.00078201","7.78737354","7.21529293","7.09688091","7.2392807","7.5076437","7.52545595","7.44883251","7.24911928","7.07047558","6.88948917","7.04818678","6.79227543","6.70007229",
"헝가리","공공(경상보건비 대비%)","","","","68.84632111","66.90215302","69.24011993","69.98188782","69.62472534","70.15788269","70.35379028","67.78857422","67.74672699","67.98168182","66.6255722","66.21702576","64.84033203","66.20976257","66.72171021","67.78528595","67.71108246","68.67481995","69.10057831",
"헝가리","1인당 보건지출(US$)","","","","313.10858154","359.69747925","473.12783813","682.86566162","798.45361328","895.20330811","893.20300293","1003.25817871","1117.20227051","943.68768311","983.11083984","1063.43225098","961.1383667","990.63116455","1006.15649414","870.51922607","914.19354248","981.03887939","1081.80285645",
"헝가리","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아이슬란드","경상(GDP 대비%)","","","","8.95112514","8.81703854","9.48969269","9.97767162","9.46441174","9.14713573","8.82959843","8.63206863","8.58694077","8.86763096","8.53229141","8.25131226","8.19516754","8.22141075","8.27935791","8.13130188","8.16513538","8.3432579","8.46930885",
"아이슬란드","공공(경상보건비 대비%)","","","","80.57292938","80.52631378","81.43344116","81.66592407","81.20967865","81.36404419","81.95378876","82.51373291","82.59650421","81.98166656","80.42772675","80.05615234","79.93396759","80.24269867","80.49941254","80.82249451","81.51008606","81.86466217","82.37180328",
"아이슬란드","1인당 보건지출(US$)","","","","2873.84814453","2557.26953125","3091.28833008","3955.02392578","4497.97412109","5213.47558594","5071.86962891","6085.48486328","4946.0625","3693.55688477","3644.80273438","3866.70727539","3705.37524414","4028.83154297","4474.37402344","4281.57568359","5067.69091797","6109.91210938","6530.93212891",
"아이슬란드","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아일랜드","경상(GDP 대비%)","","","","5.90528059","6.39933586","6.67451334","7.00860691","7.22511625","7.64780617","7.5133214","7.80248547","9.10202408","10.48682594","10.50265503","10.70849514","10.68722248","10.30022049","9.67580032","7.31716299","7.4142108","7.15484905","6.92870378",
"아일랜드","공공(경상보건비 대비%)","","","","77.51496124","78.43912506","78.99171448","78.76361847","78.91691589","78.8682785","77.82578278","79.2338562","79.32192993","77.07221222","76.17825317","72.34369659","72.07444","71.18556213","71.01605225","72.03952789","72.44274139","72.78598785","73.89122009",
"아일랜드","1인당 보건지출(US$)","","","","1564.83740234","1823.73474121","2200.35742188","2910.93212891","3483.16064453","3938.19116211","4147.13232422","4858.64501953","5638.77929688","5502.88769531","5133.45507813","5570.70556641","5239.33789063","5331.60058594","5399.59863281","4561.73779297","4717.56835938","5019.70117188","5489.07080078",
"아일랜드","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"이탈리아","경상(GDP 대비%)","","","","7.56665564","7.73760843","7.86693525","7.83297729","8.16549301","8.33931828","8.43673038","8.13610077","8.53282356","8.95162296","8.91602039","8.77413177","8.78352833","8.77543831","8.86791897","8.85689163","8.72533035","8.6777401","8.66763401",
"이탈리아","공공(경상보건비 대비%)","","","","72.63814545","74.62194061","74.95858002","75.33364868","76.2440033","77.4885788","77.75046539","77.48770905","77.67528534","78.30512238","78.45359802","77.01278687","75.8768158","75.7585144","75.42493439","74.43541718","74.40103149","73.73537445","73.88835907",
"이탈리아","1인당 보건지출(US$)","","","","1524.23962402","1586.65710449","1762.53759766","2163.02539063","2565.62744141","2677.55224609","2832.69775391","3092.55883789","3504.11157227","3337.75073242","3217.68286133","3392.01269531","3086.30322266","3149.24267578","3154.27587891","2675.67163086","2699.73291016","2809.72143555","2988.99584961",
"이탈리아","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"라트비아","경상(GDP 대비%)","","","","5.45028639","5.78918362","5.77924252","5.49818659","6.23694801","5.86492682","5.7398572","5.54140186","5.61553001","6.13475847","6.13846397","5.56752443","5.41030407","5.39593935","5.4568367","5.68592453","6.20632744","6.00696659","6.18923044",
"라트비아","공공(경상보건비 대비%)","","","","50.75323105","48.73086166","49.57962418","49.82992554","56.17494583","55.69818497","61.53560257","60.8907814","60.3269043","59.6487999","60.18483734","63.49742889","60.3478241","60.01409149","59.67239761","58.67530823","55.84833145","57.16550827","59.7159729",
"라트비아","1인당 보건지출(US$)","","","","181.57072449","205.02047729","237.29516602","280.50878906","393.29806519","440.80975342","552.30157471","775.19152832","913.52148438","744.66162109","689.07720947","764.59173584","745.51745605","807.13000488","856.76654053","775.86431885","874.79772949","932.50158691","1101.49255371",
"라트비아","외부보건비(경상보건비 대비%)","","","","0","0","0","0",".45042363",".31461379","0",".05275265",".09869838",".47887737",".00661889","0","0","0","0","0","0",".16386911",".16463046",
"리투아니아","경상(GDP 대비%)","","","","6.1917491","6.00597954","6.13646746","6.17941618","5.50604343","5.64197302","5.83789873","5.75847721","6.28756523","7.35553408","6.83376026","6.5051465","6.29071617","6.13548851","6.19952059","6.49459124","6.63686323","6.47619867","6.56775236",
"리투아니아","공공(경상보건비 대비%)","","","","67.25762177","70.20483398","72.81419373","74.31563568","62.62944794","60.70670319","62.43144989","65.83148956","70.72185516","71.87563324","71.08982086","70.33172607","66.61579895","65.59049225","66.57397461","66.08770752","65.75756836","65.1569519","65.86558533",
"리투아니아","1인당 보건지출(US$)","","","","217.1761322","218.81802368","254.36688232","338.86306763","366.95968628","438.93267822","536.05737305","704.29315186","936.50933838","864.73638916","805.2244873","925.47161865","896.93707275","958.92718506","1021.23297119","920.19976807","988.5279541","1083.30334473","1249.25463867",
"리투아니아","외부보건비(경상보건비 대비%)","","","",".04118577",".07125173",".12887903",".14676957",".06334021",".08312792",".06532694",".08969682",".09728573",".10599636",".16750419",".17226104",".13830599",".14442115",".13241526",".29291636",".23244102",".15090045",".31289709",
"룩셈부르크","경상(GDP 대비%)","","","","5.90136147","6.410923","6.73847198","6.97271538","7.34548569","7.18256855","6.70838261","6.23472404","6.53840208","7.33979321","7.03158236","6.11205053","5.58377266","5.52774715","5.43687868","5.28378248","5.19496346","5.25779152","5.28587103",
"룩셈부르크","공공(경상보건비 대비%)","","","","83.24607849","84.04717255","83.96315002","83.86483765","84.49659729","84.14559174","83.77574921","85.35795593","87.64614105","86.7148056","85.93012238","84.32241058","83.63431549","83.86051178","84.26283264","84.50591278","84.4362793","84.78168488","84.92115021",
"룩셈부르크","1인당 보건지출(US$)","","","","2901.19995117","3109.20141602","3600.86743164","4607.40283203","5610.35351563","5818.14599609","6070.73583984","6671.26513672","7578.74951172","7670.59375","7459.83544922","7174.73925781","6029.47509766","6356.64453125","6547.03466797","5421.93212891","5475.13964844","5713.11865234","6227.08398438",
"룩셈부르크","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0",".00341894","1.52649498","1.4627763","1.39740932","1.3844403","1.31998122","1.38019812","1.41230023",
"북마케도니아","경상(GDP 대비%)","","","","8.86991501","8.3815918","8.97826958","9.00857735","8.46505356","7.67907524","7.38314629","6.57065344","6.55317593","6.52846384","6.71369648","6.51887369","6.61468363","6.7192831","6.28993368","6.34227896","6.37943363","6.5939827","6.58288956",
"북마케도니아","공공(경상보건비 대비%)","","","","53.12498093","54.38128281","52.69414902","54.99277115","55.75329208","56.98302841","57.09084702","61.48728561","64.58731842","62.67917633","60.57292938","62.23397064","62.51174164","65.6476059","63.89249039","64.94880676","63.65433502","56.97238922","57.32185745",
"북마케도니아","1인당 보건지출(US$)","","","","164.47364807","152.15872192","175.036026","217.21655273","233.99182129","233.10673523","245.67073059","265.36270142","314.14532471","296.66540527","305.2322998","329.95043945","310.7749939","350.2098999","343.87866211","306.9151001","327.49136353","358.30688477","399.09707642",
"북마케도니아","외부보건비(경상보건비 대비%)","","","","3.9356153","2.36361933","3.88939166",".9047718","1.3336699","1.47766614","2.66564178",".99179626","2.99396801","1.84719968",".69487023","1.08393919","1.26656091",".26687226",".80453187",".36388254",".72738773",".12989478",".00151673",
"몰타","경상(GDP 대비%)","","","","6.59914446","7.03746319","7.71259499","7.94301176","8.11969376","8.68079185","8.83756351","8.21537113","7.96253681","8.08001804","8.21274376","8.56064224","8.608181","8.8266449","9.34200478","9.20896149","9.11781311","9.19666958","8.96454525",
"몰타","공공(경상보건비 대비%)","","","","71.7948761","68.66666412","70.40229797","69.84127045","69.54314423","69.1275177","68.48739624","66.80760956","64.75409698","64.91934967","64.57564545","64.44444275","65.64019012","67.55554962","61.61486053","60.83223343","63.0282402","62.89700317","63.47780991",
"몰타","1인당 보건지출(US$)","","","","647.10150146","685.98400879","830.64630127","1074.09313965","1223.85742188","1379.68640137","1474.48449707","1596.12316895","1751.16503906","1677.36230469","1733.66882324","1960.06115723","1898.60144043","2121.08227539","2456.43481445","2243.46704102","2321.15332031","2551.71606445","2753.51098633",
"몰타","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"몰도바","경상(GDP 대비%)","","","","4.93830538","5.19482327","6.1694479","5.85097837","7.47486877","7.96396065","8.78570271","9.18260098","9.1230526","11.39545822","10.13112831","9.09670353","9.13962078","8.68300343","8.63275719","8.55763531","7.53552246","7.01328516","6.59544849",
"몰도바","공공(경상보건비 대비%)","","","","48.95383835","45.96244431","47.90952301","45.76942444","59.17273712","52.72468948","49.26407242","51.16841125","48.21476746","42.64822769","45.86203003","46.66718292","48.52949142","46.7003479","49.34556198","45.53878403","48.79284286","50.61460876","56.52601624",
"몰도바","1인당 보건지출(US$)","","","","21.37988472","25.39859009","33.9242363","38.43836975","64.60714722","79.33213043","100.10816193","135.44366455","185.56115723","208.53004456","198.28894043","214.98246765","223.61895752","231.66229248","230.76982117","186.43643188","171.18476868","191.19487","212.97038269",
"몰도바","외부보건비(경상보건비 대비%)","","","","3.87359118","2.10201526","4.06543589","4.32540798","2.27422309","4.37655735","4.16143894","3.59244394","3.27189612","10.80488014","11.96709919","7.33437538","8.02865219","9.92383194","11.40310574","7.27966785","3.69476604","4.69927168","2.71713448",
"모나코","경상(GDP 대비%)","","","","1.73431444","1.76262319","1.78920603","2.08311176","2.12533855","2.11626101","2.01935983","1.78801608","1.92404652","2.27620602","2.33060694","2.17861032","2.23461652","2.14969468","2.08679175","2.02833343","1.62751341","1.64266789","1.59738493",
"모나코","공공(경상보건비 대비%)","","","","80.03048706","80.09837341","80.20307159","81.00489807","81.12294769","81.07035065","80.84590149","80.18360138","80.56414795","81.33746338","81.44963837","81.16088867","81.30674744","81.12626648","81.00774384","80.88720703","85.53688049","85.82003021","85.71703339",
"모나코","1인당 보건지출(US$)","","","","1408.09423828","1431.09790039","1560.75720215","2214.74414063","2570.39013672","2628.19311523","2706.68188477","3039.02783203","3573.52148438","3523.19042969","3509.35888672","3677.42016602","3519.94067383","3817.89868164","3947.42358398","3365.92724609","2765.08447266","2751.73144531","2968.50048828",
"모나코","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"네덜란드","경상(GDP 대비%)","","","","7.7069602","8.05945873","8.64913177","9.05657005","9.1107645","9.09666824","9.08055115","9.05292511","9.27660465","9.9929266","10.15508747","10.23357868","10.53898716","10.58363628","10.56703758","10.32396889","10.2534523","10.05979824","9.97458649",
"네덜란드","공공(경상보건비 대비%)","","","","69.03778076","69.62947845","69.97969818","70.16342926","68.59732056","68.42273712","70.13187408","69.25766754","66.59781647","66.68642426","67.26235962","67.31575012","66.77953339","67.30519104","67.64838409","65.06962585","63.99087143","64.50242615","64.91635132",
"네덜란드","1인당 보건지출(US$)","","","","2028.18139648","2175.73046875","2544.8137207","3244.35644531","3689.46435547","3823.48095703","4080.21972656","4696.14160156","5382.44580078","5282.74316406","5191.69384766","5562.12109375","5284.64990234","5532.7265625","5601.88574219","4676.57666016","4734.83349609","4910.89941406","5306.53466797",
"네덜란드","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".02552699",".02686652",".02551747",
"노르웨이","경상(GDP 대비%)","","","","7.71215487","8.02202415","9.00061893","9.21471977","8.82115746","8.32839584","7.91272211","8.05085373","7.96075296","9.07431507","8.90553188","8.78868103","8.77787876","8.92953396","9.34493351","10.13146877","10.59129524","10.31589031","10.0493927",
"노르웨이","공공(경상보건비 대비%)","","","","81.68249512","82.80008698","82.8849411","83.16679382","83.0172348","83.05115509","83.34160614","83.70109558","84.13493347","84.43603516","84.68054199","84.42308044","84.75523376","85.02294159","85.2889328","85.51460266","85.37944794","85.1206665","85.32311249",
"노르웨이","1인당 보건지출(US$)","","","","2948.93164063","3099.00341797","3889.95947266","4632.56835938","5097.34423828","5584.68945313","5892.98730469","6895.56054688","7768.05029297","7301.95996094","7859.51611328","8900.37207031","8970.12011719","9241.265625","9118.31738281","7565.54980469","7496.76855469","7815.78662109","8239.09570313",
"노르웨이","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0",".05396446",".05173165",".05112984","0","0","0","0","0","0","0","0",
"폴란드","경상(GDP 대비%)","","","","5.29816675","5.6786437","6.07919645","5.96231365","5.8686347","5.80728388","5.8007226","5.87294197","6.37348223","6.58686304","6.4190917","6.23382092","6.20108318","6.3754797","6.35254002","6.39785814","6.54295063","6.56172848","6.33085012",
"폴란드","공공(경상보건비 대비%)","","","","68.21466827","70.3422699","69.95567322","68.57601929","67.46142578","68.52230835","68.97801971","69.6861496","71.20513153","71.74531555","71.35003662","71.02577209","69.82839203","70.29511261","69.93572235","69.33325958","68.80953979","68.82284546","71.08643341",
"폴란드","1인당 보건지출(US$)","","","","238.00448608","282.82104492","315.83145142","339.33520508","392.00338745","465.70019531","524.09747314","660.92468262","892.59686279","759.60577393","809.19940186","866.09466553","815.1418457","878.08850098","911.29815674","803.95965576","813.47277832","909.57818604","978.73565674",
"폴란드","외부보건비(경상보건비 대비%)","","","","0","0","0",".0178444",".00493072",".00513213","0","0","0","0","0","0","0",".13926809",".03795471",".0382021",".01970858",".03039443",".05831454",
"포르투갈","경상(GDP 대비%)","","","","8.37818336","8.40724277","8.56267643","8.90702629","9.3029995","9.43935204","9.1355257","9.06500053","9.34049129","9.88073826","9.83691692","9.53497028","9.35394287","9.07765675","9.02365017","8.97663212","9.41901684","9.33004951","9.40783501",
"포르투갈","공공(경상보건비 대비%)","","","","70.44559479","70.79106903","72.56543732","70.98452759","70.99980927","71.25007629","69.1112442","68.69023895","68.36071014","69.89355469","69.74281311","67.66681671","65.53934479","66.89216614","66.04912567","66.13419342","61.39670563","61.01301956","61.45135117",
"포르투갈","1인당 보건지출(US$)","","","","969.55218506","989.62115479","1110.3873291","1409.02941895","1682.24243164","1774.18530273","1814.21362305","2069.86083984","2331.42993164","2288.64355469","2215.25732422","2210.58740234","1918.49072266","1959.98156738","1989.54211426","1725.22290039","1880.15686035","2003.26330566","2215.17358398",
"포르투갈","외부보건비(경상보건비 대비%)","","","",".02230732",".02277705",".0229386",".02075279",".02047488",".02004503",".02172668",".0220022",".02450804",".02769364",".02603547",".02799152",".0304911",".03101436",".03329961",".03223367",".08937924",".09408161",".09428391",
"루마니아","경상(GDP 대비%)","","","","4.20876122","4.37598133","4.57694626","5.37136745","5.47733545","5.52778149","5.07106066","5.02223349","5.02274227","5.27841282","5.76906252","4.69901562","4.7180357","5.19262123","5.03005028","4.94264841","4.99377203","5.1508317","5.55660582",
"루마니아","공공(경상보건비 대비%)","","","","79.25977325","79.7513504","80.39749146","83.06890869","73.80941772","79.77541351","79.29033661","81.45110321","81.09467316","78.66156006","79.89113617","74.97605133","76.86502838","78.95140839","78.88207245","77.94290924","78.18263245","78.58639526","79.69070435",
"루마니아","1인당 보건지출(US$)","","","","69.89345551","78.8175354","96.57698822","143.54553223","190.7950592","254.52961731","291.00408936","415.06790161","521.31561279","449.37692261","472.20751953","426.59973145","401.67105103","495.23623657","503.34753418","442.24038696","476.24505615","555.11309814","687.25439453",
"루마니아","외부보건비(경상보건비 대비%)","","","","0","0","0",".00388026",".47901869",".41810927",".17662254",".15762985",".04388796",".03247795",".08039403",".01522125","0",".21516773",".04314994","0","0","0","0",
"러시아","경상(GDP 대비%)","","","","5.01481104","5.23752975","5.51606607","5.15845108","4.755548","4.76693487","4.76170969","4.74311066","4.89866781","5.63820267","4.9660778","4.79005241","4.94080353","5.07980919","5.18022871","5.29560423","5.26521969","5.34388065","5.31590033",
"러시아","공공(경상보건비 대비%)","","","","59.35673141","58.04123306","58.29951859","58.09910965","58.76708603","61.14411926","61.72977829","62.05422974","62.62738037","62.06686401","61.37907028","62.6505928","63.70746613","62.38064194","61.7865448","58.71852493","56.95004272","57.08874893","59.45658112",
"러시아","1인당 보건지출(US$)","","","","95.4120636","118.10948944","140.75538635","164.6477356","209.19709778","271.88461304","352.55194092","461.50531006","609.16021729","515.85449219","566.09088135","682.6605835","757.04455566","807.07653809","737.64923096","498.05596924","464.89776611","579.67218018","609.00915527",
"러시아","외부보건비(경상보건비 대비%)","","","",".20359808",".19904537",".18727762",".15052575",".12665793",".09956085",".08001757",".06503638",".05072163","0","0","0","0","0","0","0","0","0","0",
"산마리노","경상(GDP 대비%)","","","","5.86393833","5.70188189","5.51470137","4.87550592","4.90734005","4.93229675","4.99470377","5.13984585","5.44675636","6.28378391","6.62572241","7.41631603","7.97268248","7.74346495","7.54904318","7.27498674","6.74832106","7.24210215","7.14421701",
"산마리노","공공(경상보건비 대비%)","","","","73.42735291","74.79736328","73.13578033","74.61940765","76.35662079","77.40999603","77.62258148","79.28933716","79.77527618","79.56989288","80.83472443","81.75125885","82.34684753","81.39903259","81.31746674","80.62988281","81.18349457","83.02155304","83.9313736",
"산마리노","1인당 보건지출(US$)","","","","2151.65087891","2172.1965332","2248.69091797","2496.62768555","2908.69506836","3004.91552734","3211.68847656","3741.92211914","4301.01953125","4209.33154297","3991.24389648","4248.47705078","3984.97753906","3993.2644043","3835.26342773","3102.81738281","2958.55493164","3287.47387695","3463.70068359",
"산마리노","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"슬로바키아","경상(GDP 대비%)","","","","5.30256939","5.3315053","5.50947618","5.44849873","6.37190485","6.58870029","6.85076714","7.17735386","6.9563446","7.94779444","7.74204493","7.35716248","7.55277967","7.50908709","6.89302301","6.79333973","7.11145544","6.76883841","6.68639565",
"슬로바키아","공공(경상보건비 대비%)","","","","88.44744873","88.35826111","88.24501801","87.06156158","78.0765686","74.3661499","69.11797333","68.44287872","74.84070587","73.0799408","71.58911133","73.29391479","71.63899994","73.67860413","79.59914398","78.84928131","79.78240967","79.1057663","79.2390976",
"슬로바키아","1인당 보건지출(US$)","","","","203.50627136","212.22207642","254.12765503","344.47335815","511.52987671","601.31323242","729.01324463","1029.30041504","1251.67724609","1320.09301758","1296.54284668","1352.43835449","1319.43835449","1370.46765137","1289.34838867","1108.87817383","1175.5970459","1189.07226563","1299.91137695",
"슬로바키아","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"슬로베니아","경상(GDP 대비%)","","","","7.80406952","7.87602425","8.02119923","8.09883595","7.93957281","7.99595737","7.82322741","7.51139164","7.85466576","8.540802","8.56503296","8.53639603","8.71509933","8.74028301","8.50197506","8.49823952","8.47909927","8.18941784","8.29891014",
"슬로베니아","공공(경상보건비 대비%)","","","","71.39096069","70.56112671","72.42923737","71.96820068","71.98925018","72.22161865","71.74246216","70.23893738","72.16070557","72.01541901","72.3649292","72.26573944","70.85122681","70.30366516","70.52433014","71.35444641","72.28774261","71.79818726","72.40888214",
"슬로베니아","1인당 보건지출(US$)","","","","796.64703369","826.22576904","944.87139893","1203.06347656","1368.64868164","1449.18920898","1541.66430664","1795.95043945","2179.45239258","2125.05688477","2017.14660645","2147.80517578","1974.85400391","2055.38134766","2062.38476563","1775.86083984","1835.40734863","1925.03479004","2169.57910156",
"슬로베니아","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"스페인","경상(GDP 대비%)","","","","6.79921818","6.76895761","6.80052805","7.56392097","7.65912247","7.73195314","7.82912683","7.9183569","8.3818779","9.10707188","9.1185751","9.16859245","9.15699196","9.06737709","9.09010506","9.12686825","8.9523859","8.94249249","8.97741413",
"스페인","공공(경상보건비 대비%)","","","","71.63855743","71.31188965","71.32294464","71.10636902","71.352211","71.55554199","72.09996033","72.30199432","73.28282928","75.07069397","74.44393158","73.48574829","72.11062622","71.00798798","70.26591492","71.31734467","71.55433655","70.65270996","70.40327454",
"스페인","1인당 보건지출(US$)","","","","1005.28399658","1045.05065918","1174.5793457","1641.05871582","1924.4453125","2060.33081055","2242.17822266","2606.17895508","2995.04980469","2937.53442383","2789.53393555","2909.11767578","2591.01611328","2629.60546875","2679.84814453","2349.23388672","2376.72119141","2522.64428711","2736.32324219",
"스페인","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"스웨덴","경상(GDP 대비%)","","","","7.32689953","7.89881182","8.20682907","8.31443501","8.12580395","8.14698315","8.04736423","7.99017382","8.20660114","8.77319241","8.32738972","10.42150974","10.73550034","10.90368462","10.94807339","10.79714203","10.84046745","10.78592205","10.8985014",
"스웨덴","공공(경상보건비 대비%)","","","","84.47544098","82.16873169","82.60466003","83.15812683","82.72993469","82.33170319","82.40689087","82.57682037","82.51794434","82.48744965","82.41146851","84.44082642","84.21382904","84.02948761","84.02729797","84.07814026","84.41863251","84.75862122","85.09215546",
"스웨덴","1인당 보건지출(US$)","","","","2173.19384766","2155.44018555","2458.13012695","3109.14868164","3486.53540039","3545.95507813","3763.10546875","4307.14453125","4626.63867188","4137.5","4420.25976563","6354.29199219","6254.64501953","6696.1171875","6605.98730469","5595.03320313","5674.47753906","5838.21533203","5981.70605469",
"스웨덴","외부보건비(경상보건비 대비%)","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
