,대륙,국가,항목구분,연도,서비스비용(백만$)
1938,유럽,아이슬란드,보건 당기 지출,2014,1470.27
1939,유럽,아이슬란드,보건 당기 지출,2015,1413.59
1940,유럽,아이슬란드,보건 당기 지출,2016,1683.68
1941,유럽,아이슬란드,보건 당기 지출,2017,2054.69
1942,유럽,아이슬란드,보건 당기 지출,2018,2210.82
1943,유럽,아이슬란드,보건 당기 지출,2019,2127.35
1944,유럽,아이슬란드,치료 및 재활 치료,1998,504.97
1945,유럽,아이슬란드,치료 및 재활 치료,1999,581.66
1946,유럽,아이슬란드,치료 및 재활 치료,2000,557.59
1947,유럽,아이슬란드,치료 및 재활 치료,2001,503.57
1948,유럽,아이슬란드,치료 및 재활 치료,2002,594.41
1949,유럽,아이슬란드,치료 및 재활 치료,2003,631.29
1950,유럽,아이슬란드,치료 및 재활 치료,2004,723.92
1951,유럽,아이슬란드,치료 및 재활 치료,2005,841.66
1952,유럽,아이슬란드,치료 및 재활 치료,2006,831.25
1953,유럽,아이슬란드,치료 및 재활 치료,2007,1030.78
1954,유럽,아이슬란드,치료 및 재활 치료,2008,855.09
1955,유럽,아이슬란드,치료 및 재활 치료,2009,651.0
1956,유럽,아이슬란드,치료 및 재활 치료,2010,640.78
1957,유럽,아이슬란드,치료 및 재활 치료,2011,694.98
1958,유럽,아이슬란드,치료 및 재활 치료,2012,678.02
1959,유럽,아이슬란드,치료 및 재활 치료,2013,745.12
1960,유럽,아이슬란드,치료 및 재활 치료,2014,849.67
1961,유럽,아이슬란드,치료 및 재활 치료,2015,821.51
1962,유럽,아이슬란드,치료 및 재활 치료,2016,998.29
1963,유럽,아이슬란드,치료 및 재활 치료,2017,1229.22
1964,유럽,아이슬란드,치료 및 재활 치료,2018,1332.59
1965,유럽,아이슬란드,치료 및 재활 치료,2019,1290.51
1966,유럽,아이슬란드,장기 치료,1998,89.5
1967,유럽,아이슬란드,장기 치료,1999,100.4
1968,유럽,아이슬란드,장기 치료,2000,104.78
1969,유럽,아이슬란드,장기 치료,2001,93.71
1970,유럽,아이슬란드,장기 치료,2002,132.18
1971,유럽,아이슬란드,장기 치료,2003,219.5
1972,유럽,아이슬란드,장기 치료,2004,262.93
1973,유럽,아이슬란드,장기 치료,2005,320.97
1974,유럽,아이슬란드,장기 치료,2006,326.55
1975,유럽,아이슬란드,장기 치료,2007,373.85
1976,유럽,아이슬란드,장기 치료,2008,305.61
1977,유럽,아이슬란드,장기 치료,2009,224.29
1978,유럽,아이슬란드,장기 치료,2010,222.03
1979,유럽,아이슬란드,장기 치료,2011,253.31
1980,유럽,아이슬란드,장기 치료,2012,242.62
1981,유럽,아이슬란드,장기 치료,2013,273.93
1982,유럽,아이슬란드,장기 치료,2014,302.53
1983,유럽,아이슬란드,장기 치료,2015,293.75
1984,유럽,아이슬란드,장기 치료,2016,344.5
1985,유럽,아이슬란드,장기 치료,2017,401.16
1986,유럽,아이슬란드,장기 치료,2018,428.77
1987,유럽,아이슬란드,장기 치료,2019,413.06
1988,유럽,아이슬란드,보건 보조 서비스,2003,21.56
1989,유럽,아이슬란드,보건 보조 서비스,2004,25.72
1990,유럽,아이슬란드,보건 보조 서비스,2005,30.03
1991,유럽,아이슬란드,보건 보조 서비스,2006,30.34
1992,유럽,아이슬란드,보건 보조 서비스,2007,36.68
1993,유럽,아이슬란드,보건 보조 서비스,2008,30.11
1994,유럽,아이슬란드,보건 보조 서비스,2009,22.85
1995,유럽,아이슬란드,보건 보조 서비스,2010,23.35
1996,유럽,아이슬란드,보건 보조 서비스,2011,25.79
1997,유럽,아이슬란드,보건 보조 서비스,2012,26.41
1998,유럽,아이슬란드,보건 보조 서비스,2013,29.87
1999,유럽,아이슬란드,보건 보조 서비스,2014,37.28
2000,유럽,아이슬란드,보건 보조 서비스,2015,34.68
2001,유럽,아이슬란드,보건 보조 서비스,2016,41.48
2002,유럽,아이슬란드,보건 보조 서비스,2017,50.34
2003,유럽,아이슬란드,보건 보조 서비스,2018,53.31
2004,유럽,아이슬란드,보건 보조 서비스,2019,51.98
2005,유럽,아이슬란드,의료품,1998,125.17
2006,유럽,아이슬란드,의료품,1999,136.29
2007,유럽,아이슬란드,의료품,2000,141.45
2008,유럽,아이슬란드,의료품,2001,124.16
2009,유럽,아이슬란드,의료품,2002,149.78
2010,유럽,아이슬란드,의료품,2003,196.0
2011,유럽,아이슬란드,의료품,2004,226.56
2012,유럽,아이슬란드,의료품,2005,252.1
2013,유럽,아이슬란드,의료품,2006,246.99
2014,유럽,아이슬란드,의료품,2007,289.29
2015,유럽,아이슬란드,의료품,2008,255.75
2016,유럽,아이슬란드,의료품,2009,209.73
2017,유럽,아이슬란드,의료품,2010,214.87
2018,유럽,아이슬란드,의료품,2011,225.28
2019,유럽,아이슬란드,의료품,2012,211.8
2020,유럽,아이슬란드,의료품,2013,216.28
2021,유럽,아이슬란드,의료품,2014,227.06
2022,유럽,아이슬란드,의료품,2015,212.28
2023,유럽,아이슬란드,의료품,2016,238.14
2024,유럽,아이슬란드,의료품,2017,276.61
2025,유럽,아이슬란드,의료품,2018,292.67
2026,유럽,아이슬란드,의료품,2019,288.0
2027,유럽,아이슬란드,예방치료,1998,3.45
2028,유럽,아이슬란드,예방치료,1999,4.55
2029,유럽,아이슬란드,예방치료,2000,3.97
2030,유럽,아이슬란드,예방치료,2001,3.5
2031,유럽,아이슬란드,예방치료,2002,4.17
2032,유럽,아이슬란드,예방치료,2003,25.81
2033,유럽,아이슬란드,예방치료,2004,29.63
2034,유럽,아이슬란드,예방치료,2005,36.07
2035,유럽,아이슬란드,예방치료,2006,35.65
2036,유럽,아이슬란드,예방치료,2007,45.94
2037,유럽,아이슬란드,예방치료,2008,36.76
2038,유럽,아이슬란드,예방치료,2009,27.98
2039,유럽,아이슬란드,예방치료,2010,30.08
2040,유럽,아이슬란드,예방치료,2011,30.33
2041,유럽,아이슬란드,예방치료,2012,30.36
2042,유럽,아이슬란드,예방치료,2013,33.81
2043,유럽,아이슬란드,예방치료,2014,35.55
2044,유럽,아이슬란드,예방치료,2015,33.78
2045,유럽,아이슬란드,예방치료,2016,41.05
2046,유럽,아이슬란드,예방치료,2017,50.22
2047,유럽,아이슬란드,예방치료,2018,54.38
2048,유럽,아이슬란드,예방치료,2019,47.9
2049,유럽,아이슬란드,정부의료체계 및 재정행정,1998,15.29
2050,유럽,아이슬란드,정부의료체계 및 재정행정,1999,18.65
2051,유럽,아이슬란드,정부의료체계 및 재정행정,2000,18.38
2052,유럽,아이슬란드,정부의료체계 및 재정행정,2001,15.13
2053,유럽,아이슬란드,정부의료체계 및 재정행정,2002,23.77
2054,유럽,아이슬란드,정부의료체계 및 재정행정,2003,17.82
2055,유럽,아이슬란드,정부의료체계 및 재정행정,2004,20.99
2056,유럽,아이슬란드,정부의료체계 및 재정행정,2005,27.04
2057,유럽,아이슬란드,정부의료체계 및 재정행정,2006,23.74
2058,유럽,아이슬란드,정부의료체계 및 재정행정,2007,32.06
2059,유럽,아이슬란드,정부의료체계 및 재정행정,2008,24.73
2060,유럽,아이슬란드,정부의료체계 및 재정행정,2009,18.46
2061,유럽,아이슬란드,정부의료체계 및 재정행정,2010,18.74
2062,유럽,아이슬란드,정부의료체계 및 재정행정,2011,18.97
2063,유럽,아이슬란드,정부의료체계 및 재정행정,2012,17.65
2064,유럽,아이슬란드,정부의료체계 및 재정행정,2013,19.29
2065,유럽,아이슬란드,정부의료체계 및 재정행정,2014,18.19
2066,유럽,아이슬란드,정부의료체계 및 재정행정,2015,17.59
2067,유럽,아이슬란드,정부의료체계 및 재정행정,2016,20.21
2068,유럽,아이슬란드,정부의료체계 및 재정행정,2017,47.13
2069,유럽,아이슬란드,정부의료체계 및 재정행정,2018,49.11
2070,유럽,아이슬란드,정부의료체계 및 재정행정,2019,35.91
2071,유럽,아일랜드,보건 당기 지출,1998,6468.57
2072,유럽,아일랜드,보건 당기 지출,1999,741.83
2073,유럽,아일랜드,보건 당기 지출,2000,792.08
2074,유럽,아일랜드,보건 당기 지출,2001,938.1
2075,유럽,아일랜드,보건 당기 지출,2002,1148.73
2076,유럽,아일랜드,보건 당기 지출,2003,1547.95
2077,유럽,아일랜드,보건 당기 지출,2004,1883.47
2078,유럽,아일랜드,보건 당기 지출,2005,2169.33
2079,유럽,아일랜드,보건 당기 지출,2006,2335.97
2080,유럽,아일랜드,보건 당기 지출,2007,2828.49
2081,유럽,아일랜드,보건 당기 지출,2008,3351.18
2082,유럽,아일랜드,보건 당기 지출,2009,3327.99
2083,유럽,아일랜드,보건 당기 지출,2010,3134.52
2084,유럽,아일랜드,보건 당기 지출,2011,3398.88
2085,유럽,아일랜드,보건 당기 지출,2012,3221.59
2086,유럽,아일랜드,보건 당기 지출,2013,3290.93
2087,유럽,아일랜드,보건 당기 지출,2014,3316.76
2088,유럽,아일랜드,보건 당기 지출,2015,2857.36
2089,유럽,아일랜드,보건 당기 지출,2016,2987.67
2090,유럽,아일랜드,보건 당기 지출,2017,3215.0
2091,유럽,아일랜드,보건 당기 지출,2018,3549.37
2092,유럽,아일랜드,보건 당기 지출,2019,3565.52
2093,유럽,아일랜드,치료 및 재활 치료,2011,1834.08
2094,유럽,아일랜드,치료 및 재활 치료,2012,1719.17
2095,유럽,아일랜드,치료 및 재활 치료,2013,1773.49
2096,유럽,아일랜드,치료 및 재활 치료,2014,1796.26
2097,유럽,아일랜드,치료 및 재활 치료,2015,1561.22
2098,유럽,아일랜드,치료 및 재활 치료,2016,1635.81
2099,유럽,아일랜드,치료 및 재활 치료,2017,1781.52
2100,유럽,아일랜드,치료 및 재활 치료,2018,1984.65
2101,유럽,아일랜드,치료 및 재활 치료,2019,2011.39
2102,유럽,아일랜드,장기 치료,2011,724.95
2103,유럽,아일랜드,장기 치료,2012,711.23
2104,유럽,아일랜드,장기 치료,2013,699.47
2105,유럽,아일랜드,장기 치료,2014,723.89
2106,유럽,아일랜드,장기 치료,2015,619.76
2107,유럽,아일랜드,장기 치료,2016,654.98
2108,유럽,아일랜드,장기 치료,2017,687.58
2109,유럽,아일랜드,장기 치료,2018,763.45
2110,유럽,아일랜드,장기 치료,2019,771.21
2111,유럽,아일랜드,보건 보조 서비스,2011,99.26
2112,유럽,아일랜드,보건 보조 서비스,2012,88.43
2113,유럽,아일랜드,보건 보조 서비스,2013,100.89
2114,유럽,아일랜드,보건 보조 서비스,2014,93.94
2115,유럽,아일랜드,보건 보조 서비스,2015,81.43
2116,유럽,아일랜드,보건 보조 서비스,2016,85.74
2117,유럽,아일랜드,보건 보조 서비스,2017,90.61
2118,유럽,아일랜드,보건 보조 서비스,2018,98.1
2119,유럽,아일랜드,보건 보조 서비스,2019,101.05
2120,유럽,아일랜드,의료품,2011,524.21
2121,유럽,아일랜드,의료품,2012,500.86
2122,유럽,아일랜드,의료품,2013,487.54
2123,유럽,아일랜드,의료품,2014,481.46
2124,유럽,아일랜드,의료품,2015,408.77
2125,유럽,아일랜드,의료품,2016,425.85
2126,유럽,아일랜드,의료품,2017,453.33
2127,유럽,아일랜드,의료품,2018,487.97
2128,유럽,아일랜드,의료품,2019,469.27
2129,유럽,아일랜드,예방치료,2011,102.23
2130,유럽,아일랜드,예방치료,2012,92.06
2131,유럽,아일랜드,예방치료,2013,93.42
2132,유럽,아일랜드,예방치료,2014,91.62
2133,유럽,아일랜드,예방치료,2015,76.82
2134,유럽,아일랜드,예방치료,2016,78.31
2135,유럽,아일랜드,예방치료,2017,85.3
2136,유럽,아일랜드,예방치료,2018,92.41
2137,유럽,아일랜드,예방치료,2019,95.05
2138,유럽,아일랜드,정부의료체계 및 재정행정,2011,89.2
2139,유럽,아일랜드,정부의료체계 및 재정행정,2012,85.66
2140,유럽,아일랜드,정부의료체계 및 재정행정,2013,110.85
2141,유럽,아일랜드,정부의료체계 및 재정행정,2014,102.5
2142,유럽,아일랜드,정부의료체계 및 재정행정,2015,85.44
2143,유럽,아일랜드,정부의료체계 및 재정행정,2016,81.58
2144,유럽,아일랜드,정부의료체계 및 재정행정,2017,85.91
2145,유럽,아일랜드,정부의료체계 및 재정행정,2018,89.72
2146,유럽,아일랜드,정부의료체계 및 재정행정,2019,83.36
2147,유럽,이탈리아,보건 당기 지출,1998,47.53
2148,유럽,이탈리아,보건 당기 지출,1999,12316.62
2149,유럽,이탈리아,보건 당기 지출,2000,11626.36
2150,유럽,이탈리아,보건 당기 지출,2001,12128.49
2151,유럽,이탈리아,보건 당기 지출,2002,13446.08
2152,유럽,이탈리아,보건 당기 지출,2003,16577.54
2153,유럽,이탈리아,보건 당기 지출,2004,19797.83
2154,유럽,이탈리아,보건 당기 지출,2005,20759.83
2155,유럽,이탈리아,보건 당기 지출,2006,22016.13
2156,유럽,이탈리아,보건 당기 지출,2007,24151.65
2157,유럽,이탈리아,보건 당기 지출,2008,27400.39
2158,유럽,이탈리아,보건 당기 지출,2009,26341.42
2159,유럽,이탈리아,보건 당기 지출,2010,25562.63
2160,유럽,이탈리아,보건 당기 지출,2011,26939.29
2161,유럽,이탈리아,보건 당기 지출,2012,24641.8
2162,유럽,이탈리아,보건 당기 지출,2013,25182.56
2163,유럽,이탈리아,보건 당기 지출,2014,25724.96
2164,유럽,이탈리아,보건 당기 지출,2015,21784.99
2165,유럽,이탈리아,보건 당기 지출,2016,21985.59
2166,유럽,이탈리아,보건 당기 지출,2017,22832.88
2167,유럽,이탈리아,보건 당기 지출,2018,24317.25
2168,유럽,이탈리아,보건 당기 지출,2019,23275.71
2169,유럽,이탈리아,치료 및 재활 치료,2012,13775.47
2170,유럽,이탈리아,치료 및 재활 치료,2013,13918.68
2171,유럽,이탈리아,치료 및 재활 치료,2014,14251.52
2172,유럽,이탈리아,치료 및 재활 치료,2015,12019.76
2173,유럽,이탈리아,치료 및 재활 치료,2016,12082.62
2174,유럽,이탈리아,치료 및 재활 치료,2017,12478.18
2175,유럽,이탈리아,치료 및 재활 치료,2018,13190.03
2176,유럽,이탈리아,치료 및 재활 치료,2019,12567.47
2177,유럽,이탈리아,장기 치료,2012,2548.01
2178,유럽,이탈리아,장기 치료,2013,2662.63
2179,유럽,이탈리아,장기 치료,2014,2714.44
2180,유럽,이탈리아,장기 치료,2015,2257.06
2181,유럽,이탈리아,장기 치료,2016,2299.85
2182,유럽,이탈리아,장기 치료,2017,2430.15
2183,유럽,이탈리아,장기 치료,2018,2578.8
2184,유럽,이탈리아,장기 치료,2019,2471.21
2185,유럽,이탈리아,보건 보조 서비스,2012,2137.48
2186,유럽,이탈리아,보건 보조 서비스,2013,2189.32
2187,유럽,이탈리아,보건 보조 서비스,2014,2220.68
2188,유럽,이탈리아,보건 보조 서비스,2015,1785.29
2189,유럽,이탈리아,보건 보조 서비스,2016,1804.9
2190,유럽,이탈리아,보건 보조 서비스,2017,1868.33
2191,유럽,이탈리아,보건 보조 서비스,2018,1978.32
2192,유럽,이탈리아,보건 보조 서비스,2019,1888.46
2193,유럽,이탈리아,의료품,1998,9.81
2194,유럽,이탈리아,의료품,1999,2608.31
2195,유럽,이탈리아,의료품,2000,2459.9
2196,유럽,이탈리아,의료품,2001,2658.53
2197,유럽,이탈리아,의료품,2002,2940.0
2198,유럽,이탈리아,의료품,2003,3543.4
2199,유럽,이탈리아,의료품,2004,4156.76
2200,유럽,이탈리아,의료품,2005,4228.83
2201,유럽,이탈리아,의료품,2006,4430.42
2202,유럽,이탈리아,의료품,2007,4830.88
2203,유럽,이탈리아,의료품,2008,5256.86
2204,유럽,이탈리아,의료품,2009,4995.34
2205,유럽,이탈리아,의료품,2010,4793.06
2206,유럽,이탈리아,의료품,2011,4995.72
2207,유럽,이탈리아,의료품,2012,4784.11
2208,유럽,이탈리아,의료품,2013,5010.14
2209,유럽,이탈리아,의료품,2014,5103.57
2210,유럽,이탈리아,의료품,2015,4509.96
2211,유럽,이탈리아,의료품,2016,4520.06
2212,유럽,이탈리아,의료품,2017,4671.36
2213,유럽,이탈리아,의료품,2018,5060.76
2214,유럽,이탈리아,의료품,2019,4870.46
2215,유럽,이탈리아,예방치료,1998,1.24
2216,유럽,이탈리아,예방치료,1999,317.77
2217,유럽,이탈리아,예방치료,2000,299.01
2218,유럽,이탈리아,예방치료,2001,309.62
2219,유럽,이탈리아,예방치료,2002,342.78
2220,유럽,이탈리아,예방치료,2003,422.91
2221,유럽,이탈리아,예방치료,2004,512.35
2222,유럽,이탈리아,예방치료,2005,542.5
2223,유럽,이탈리아,예방치료,2006,602.18
2224,유럽,이탈리아,예방치료,2007,669.85
2225,유럽,이탈리아,예방치료,2008,765.29
2226,유럽,이탈리아,예방치료,2009,747.76
2227,유럽,이탈리아,예방치료,2010,731.14
2228,유럽,이탈리아,예방치료,2011,743.39
2229,유럽,이탈리아,예방치료,2012,1010.54
2230,유럽,이탈리아,예방치료,2013,1048.22
2231,유럽,이탈리아,예방치료,2014,1097.5
2232,유럽,이탈리아,예방치료,2015,907.58
2233,유럽,이탈리아,예방치료,2016,928.08
2234,유럽,이탈리아,예방치료,2017,1005.76
2235,유럽,이탈리아,예방치료,2018,1113.92
2236,유럽,이탈리아,예방치료,2019,1096.4
2237,유럽,이탈리아,정부의료체계 및 재정행정,1998,0.4
2238,유럽,이탈리아,정부의료체계 및 재정행정,1999,105.59
2239,유럽,이탈리아,정부의료체계 및 재정행정,2000,96.78
2240,유럽,이탈리아,정부의료체계 및 재정행정,2001,101.08
2241,유럽,이탈리아,정부의료체계 및 재정행정,2002,109.75
2242,유럽,이탈리아,정부의료체계 및 재정행정,2003,146.59
2243,유럽,이탈리아,정부의료체계 및 재정행정,2004,169.28
2244,유럽,이탈리아,정부의료체계 및 재정행정,2005,183.5
2245,유럽,이탈리아,정부의료체계 및 재정행정,2006,196.64
2246,유럽,이탈리아,정부의료체계 및 재정행정,2007,224.08
2247,유럽,이탈리아,정부의료체계 및 재정행정,2008,261.37
2248,유럽,이탈리아,정부의료체계 및 재정행정,2009,252.99
2249,유럽,이탈리아,정부의료체계 및 재정행정,2010,270.11
2250,유럽,이탈리아,정부의료체계 및 재정행정,2011,287.9
2251,유럽,이탈리아,정부의료체계 및 재정행정,2012,386.18
2252,유럽,이탈리아,정부의료체계 및 재정행정,2013,353.56
2253,유럽,이탈리아,정부의료체계 및 재정행정,2014,337.25
2254,유럽,이탈리아,정부의료체계 및 재정행정,2015,305.35
2255,유럽,이탈리아,정부의료체계 및 재정행정,2016,350.07
2256,유럽,이탈리아,정부의료체계 및 재정행정,2017,379.09
2257,유럽,이탈리아,정부의료체계 및 재정행정,2018,395.41
2258,유럽,이탈리아,정부의료체계 및 재정행정,2019,381.71
2259,유럽,라트비아,보건 당기 지출,2000,611.48
2260,유럽,라트비아,보건 당기 지출,2001,684.13
2261,유럽,라트비아,보건 당기 지출,2002,780.65
2262,유럽,라트비아,보건 당기 지출,2003,919.3
2263,유럽,라트비아,보건 당기 지출,2004,1274.07
2264,유럽,라트비아,보건 당기 지출,2005,1398.25
2265,유럽,라트비아,보건 당기 지출,2006,1751.79
2266,유럽,라트비아,보건 당기 지출,2007,2452.94
2267,유럽,라트비아,보건 당기 지출,2008,2854.17
2268,유럽,라트비아,보건 당기 지출,2009,2272.55
2269,유럽,라트비아,보건 당기 지출,2010,2081.13
2270,유럽,라트비아,보건 당기 지출,2011,2262.0
2271,유럽,라트비아,보건 당기 지출,2012,2156.36
2272,유럽,라트비아,보건 당기 지출,2013,2320.75
2273,유럽,라트비아,보건 당기 지출,2014,230.12
2274,유럽,라트비아,보건 당기 지출,2015,206.39
2275,유럽,라트비아,보건 당기 지출,2016,231.2
2276,유럽,라트비아,보건 당기 지출,2017,243.94
2277,유럽,라트비아,보건 당기 지출,2018,285.44
2278,유럽,라트비아,보건 당기 지출,2019,305.1
2279,유럽,라트비아,치료 및 재활 치료,2004,681.48
2280,유럽,라트비아,치료 및 재활 치료,2005,752.63
2281,유럽,라트비아,치료 및 재활 치료,2006,926.79
2282,유럽,라트비아,치료 및 재활 치료,2007,1203.92
2283,유럽,라트비아,치료 및 재활 치료,2008,1577.08
2284,유럽,라트비아,치료 및 재활 치료,2009,1213.73
2285,유럽,라트비아,치료 및 재활 치료,2010,1060.38
2286,유럽,라트비아,치료 및 재활 치료,2011,1072.0
2287,유럽,라트비아,치료 및 재활 치료,2012,1056.36
2288,유럽,라트비아,치료 및 재활 치료,2013,1150.94
2289,유럽,라트비아,치료 및 재활 치료,2014,114.08
2290,유럽,라트비아,치료 및 재활 치료,2015,101.63
2291,유럽,라트비아,치료 및 재활 치료,2016,114.56
2292,유럽,라트비아,치료 및 재활 치료,2017,121.82
2293,유럽,라트비아,치료 및 재활 치료,2018,147.47
2294,유럽,라트비아,치료 및 재활 치료,2019,159.52
2295,유럽,라트비아,장기 치료,2004,74.07
2296,유럽,라트비아,장기 치료,2005,43.86
2297,유럽,라트비아,장기 치료,2006,62.5
2298,유럽,라트비아,장기 치료,2007,82.35
2299,유럽,라트비아,장기 치료,2008,112.5
2300,유럽,라트비아,장기 치료,2009,92.16
2301,유럽,라트비아,장기 치료,2010,122.64
2302,유럽,라트비아,장기 치료,2011,154.0
2303,유럽,라트비아,장기 치료,2012,140.0
2304,유럽,라트비아,장기 치료,2013,124.53
2305,유럽,라트비아,장기 치료,2014,12.66
2306,유럽,라트비아,장기 치료,2015,10.85
2307,유럽,라트비아,장기 치료,2016,11.0
2308,유럽,라트비아,장기 치료,2017,12.12
2309,유럽,라트비아,장기 치료,2018,13.45
2310,유럽,라트비아,장기 치료,2019,15.14
2311,유럽,라트비아,보건 보조 서비스,2004,100.0
2312,유럽,라트비아,보건 보조 서비스,2005,108.77
2313,유럽,라트비아,보건 보조 서비스,2006,146.43
2314,유럽,라트비아,보건 보조 서비스,2007,282.35
2315,유럽,라트비아,보건 보조 서비스,2008,266.67
2316,유럽,라트비아,보건 보조 서비스,2009,170.59
2317,유럽,라트비아,보건 보조 서비스,2010,162.26
2318,유럽,라트비아,보건 보조 서비스,2011,222.0
2319,유럽,라트비아,보건 보조 서비스,2012,210.91
2320,유럽,라트비아,보건 보조 서비스,2013,281.13
2321,유럽,라트비아,보건 보조 서비스,2014,25.85
2322,유럽,라트비아,보건 보조 서비스,2015,22.59
2323,유럽,라트비아,보건 보조 서비스,2016,21.99
2324,유럽,라트비아,보건 보조 서비스,2017,23.48
2325,유럽,라트비아,보건 보조 서비스,2018,28.48
2326,유럽,라트비아,보건 보조 서비스,2019,31.78
2327,유럽,라트비아,의료품,2004,379.63
2328,유럽,라트비아,의료품,2005,407.02
2329,유럽,라트비아,의료품,2006,453.57
2330,유럽,라트비아,의료품,2007,745.1
2331,유럽,라트비아,의료품,2008,693.75
2332,유럽,라트비아,의료품,2009,650.98
2333,유럽,라트비아,의료품,2010,609.43
2334,유럽,라트비아,의료품,2011,674.0
2335,유럽,라트비아,의료품,2012,630.91
2336,유럽,라트비아,의료품,2013,694.34
2337,유럽,라트비아,의료품,2014,69.34
2338,유럽,라트비아,의료품,2015,63.0
2339,유럽,라트비아,의료품,2016,73.85
2340,유럽,라트비아,의료품,2017,75.91
2341,유럽,라트비아,의료품,2018,85.6
2342,유럽,라트비아,의료품,2019,86.81
2343,유럽,라트비아,예방치료,2004,12.96
2344,유럽,라트비아,예방치료,2005,3.51
2345,유럽,라트비아,예방치료,2006,55.36
2346,유럽,라트비아,예방치료,2007,39.22
2347,유럽,라트비아,예방치료,2008,45.83
2348,유럽,라트비아,예방치료,2009,70.59
2349,유럽,라트비아,예방치료,2010,60.38
2350,유럽,라트비아,예방치료,2011,74.0
2351,유럽,라트비아,예방치료,2012,61.82
2352,유럽,라트비아,예방치료,2013,16.98
2353,유럽,라트비아,예방치료,2014,4.63
2354,유럽,라트비아,예방치료,2015,4.16
2355,유럽,라트비아,예방치료,2016,5.5
2356,유럽,라트비아,예방치료,2017,5.91
2357,유럽,라트비아,예방치료,2018,7.44
2358,유럽,라트비아,예방치료,2019,7.8
2359,유럽,라트비아,정부의료체계 및 재정행정,2004,27.78
2360,유럽,라트비아,정부의료체계 및 재정행정,2005,84.21
2361,유럽,라트비아,정부의료체계 및 재정행정,2006,107.14
2362,유럽,라트비아,정부의료체계 및 재정행정,2007,101.96
2363,유럽,라트비아,정부의료체계 및 재정행정,2008,156.25
2364,유럽,라트비아,정부의료체계 및 재정행정,2009,74.51
2365,유럽,라트비아,정부의료체계 및 재정행정,2010,66.04
2366,유럽,라트비아,정부의료체계 및 재정행정,2011,66.0
2367,유럽,라트비아,정부의료체계 및 재정행정,2012,56.36
2368,유럽,라트비아,정부의료체계 및 재정행정,2013,54.72
2369,유럽,라트비아,정부의료체계 및 재정행정,2014,3.57
2370,유럽,라트비아,정부의료체계 및 재정행정,2015,4.16
2371,유럽,라트비아,정부의료체계 및 재정행정,2016,4.46
2372,유럽,라트비아,정부의료체계 및 재정행정,2017,4.85
2373,유럽,라트비아,정부의료체계 및 재정행정,2018,3.16
2374,유럽,라트비아,정부의료체계 및 재정행정,2019,4.2
2375,유럽,룩셈부르크,보건 당기 지출,1998,27.19
2376,유럽,룩셈부르크,보건 당기 지출,1999,165.19
2377,유럽,룩셈부르크,보건 당기 지출,2000,168.56
2378,유럽,룩셈부르크,보건 당기 지출,2001,183.17
2379,유럽,룩셈부르크,보건 당기 지출,2002,214.05
2380,유럽,룩셈부르크,보건 당기 지출,2003,277.09
2381,유럽,룩셈부르크,보건 당기 지출,2004,342.57
2382,유럽,룩셈부르크,보건 당기 지출,2005,359.5
2383,유럽,룩셈부르크,보건 당기 지출,2006,381.18
2384,유럽,룩셈부르크,보건 당기 지출,2007,426.1
2385,유럽,룩셈부르크,보건 당기 지출,2008,488.82
2386,유럽,룩셈부르크,보건 당기 지출,2009,506.34
2387,유럽,룩셈부르크,보건 당기 지출,2010,502.67
2388,유럽,룩셈부르크,보건 당기 지출,2011,491.25
2389,유럽,룩셈부르크,보건 당기 지출,2012,425.39
2390,유럽,룩셈부르크,보건 당기 지출,2013,457.3
2391,유럽,룩셈부르크,보건 당기 지출,2014,482.89
2392,유럽,룩셈부르크,보건 당기 지출,2015,408.77
2393,유럽,룩셈부르크,보건 당기 지출,2016,423.48
2394,유럽,룩셈부르크,보건 당기 지출,2017,452.58
2395,유럽,룩셈부르크,보건 당기 지출,2018,502.22
2396,유럽,룩셈부르크,보건 당기 지출,2019,511.39
2397,유럽,룩셈부르크,치료 및 재활 치료,1999,106.59
2398,유럽,룩셈부르크,치료 및 재활 치료,2000,99.26
2399,유럽,룩셈부르크,치료 및 재활 치료,2001,105.89
2400,유럽,룩셈부르크,치료 및 재활 치료,2002,123.54
2401,유럽,룩셈부르크,치료 및 재활 치료,2003,159.64
2402,유럽,룩셈부르크,치료 및 재활 치료,2004,197.83
2403,유럽,룩셈부르크,치료 및 재활 치료,2005,205.17
2404,유럽,룩셈부르크,치료 및 재활 치료,2006,217.14
2405,유럽,룩셈부르크,치료 및 재활 치료,2007,249.82
2406,유럽,룩셈부르크,치료 및 재활 치료,2008,290.59
2407,유럽,룩셈부르크,치료 및 재활 치료,2009,300.56
2408,유럽,룩셈부르크,치료 및 재활 치료,2010,299.47
2409,유럽,룩셈부르크,치료 및 재활 치료,2011,272.44
2410,유럽,룩셈부르크,치료 및 재활 치료,2012,235.06
2411,유럽,룩셈부르크,치료 및 재활 치료,2013,250.53
2412,유럽,룩셈부르크,치료 및 재활 치료,2014,263.28
2413,유럽,룩셈부르크,치료 및 재활 치료,2015,224.37
2414,유럽,룩셈부르크,치료 및 재활 치료,2016,232.99
2415,유럽,룩셈부르크,치료 및 재활 치료,2017,248.18
2416,유럽,룩셈부르크,치료 및 재활 치료,2018,281.96
2417,유럽,룩셈부르크,치료 및 재활 치료,2019,287.41
2418,유럽,룩셈부르크,장기 치료,1999,15.47
2419,유럽,룩셈부르크,장기 치료,2000,31.93
