국가별,항목,데이터값,연도,국가영문
아이슬란드,1인당 보건지출(PPP)(US$),3744.6652832,2009,Iceland
아이슬란드,외부보건비(경상보건비 대비%),0.0,2009,Iceland
아일랜드,경상(GDP 대비%),10.48682594,2009,Ireland
아일랜드,공공(경상보건비 대비%),77.07221222,2009,Ireland
아일랜드,본인부담(경상보건비 대비%),12.70052814,2009,Ireland
아일랜드,1인당 보건지출(US$),5502.88769531,2009,Ireland
아일랜드,1인당 보건지출(PPP)(US$),4381.68017578,2009,Ireland
아일랜드,외부보건비(경상보건비 대비%),0.0,2009,Ireland
이탈리아,경상(GDP 대비%),8.95162296,2009,Italy
이탈리아,공공(경상보건비 대비%),78.30512238,2009,Italy
이탈리아,본인부담(경상보건비 대비%),20.66364479,2009,Italy
이탈리아,1인당 보건지출(US$),3337.75073242,2009,Italy
이탈리아,1인당 보건지출(PPP)(US$),3103.13623047,2009,Italy
이탈리아,외부보건비(경상보건비 대비%),0.0,2009,Italy
라트비아,경상(GDP 대비%),6.13475847,2009,Latvia
라트비아,공공(경상보건비 대비%),59.6487999,2009,Latvia
라트비아,본인부담(경상보건비 대비%),38.7826767,2009,Latvia
라트비아,1인당 보건지출(US$),744.66162109,2009,Latvia
라트비아,1인당 보건지출(PPP)(US$),1028.87219238,2009,Latvia
라트비아,외부보건비(경상보건비 대비%),0.47887737,2009,Latvia
룩셈부르크,경상(GDP 대비%),7.33979321,2009,Luxembourg
룩셈부르크,공공(경상보건비 대비%),86.7148056,2009,Luxembourg
룩셈부르크,본인부담(경상보건비 대비%),9.8952837,2009,Luxembourg
룩셈부르크,1인당 보건지출(US$),7670.59375,2009,Luxembourg
룩셈부르크,1인당 보건지출(PPP)(US$),6091.46191406,2009,Luxembourg
룩셈부르크,외부보건비(경상보건비 대비%),0.0,2009,Luxembourg
네덜란드,경상(GDP 대비%),9.9929266,2009,Netherlands
네덜란드,공공(경상보건비 대비%),66.68642426,2009,Netherlands
네덜란드,본인부담(경상보건비 대비%),9.06950665,2009,Netherlands
네덜란드,1인당 보건지출(US$),5282.74316406,2009,Netherlands
네덜란드,1인당 보건지출(PPP)(US$),4465.50244141,2009,Netherlands
네덜란드,외부보건비(경상보건비 대비%),0.0,2009,Netherlands
노르웨이,경상(GDP 대비%),9.07431507,2009,Norway
노르웨이,공공(경상보건비 대비%),84.43603516,2009,Norway
노르웨이,본인부담(경상보건비 대비%),15.25448418,2009,Norway
노르웨이,1인당 보건지출(US$),7301.95996094,2009,Norway
노르웨이,1인당 보건지출(PPP)(US$),5059.64160156,2009,Norway
노르웨이,외부보건비(경상보건비 대비%),0.05173165,2009,Norway
포르투갈,경상(GDP 대비%),9.88073826,2009,Portugal
포르투갈,공공(경상보건비 대비%),69.89355469,2009,Portugal
포르투갈,본인부담(경상보건비 대비%),24.60934448,2009,Portugal
포르투갈,1인당 보건지출(US$),2288.64355469,2009,Portugal
포르투갈,1인당 보건지출(PPP)(US$),2618.14746094,2009,Portugal
포르투갈,외부보건비(경상보건비 대비%),0.02769364,2009,Portugal
슬로바키아,경상(GDP 대비%),7.94779444,2009,Slovakia
슬로바키아,공공(경상보건비 대비%),73.0799408,2009,Slovakia
슬로바키아,본인부담(경상보건비 대비%),22.41773987,2009,Slovakia
슬로바키아,1인당 보건지출(US$),1320.09301758,2009,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),1837.53039551,2009,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2009,Slovakia
슬로베니아,경상(GDP 대비%),8.540802,2009,Slovenia
슬로베니아,공공(경상보건비 대비%),72.01541901,2009,Slovenia
슬로베니아,본인부담(경상보건비 대비%),12.77988815,2009,Slovenia
슬로베니아,1인당 보건지출(US$),2125.05688477,2009,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),2360.88232422,2009,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2009,Slovenia
스페인,경상(GDP 대비%),9.10707188,2009,Spain
스페인,공공(경상보건비 대비%),75.07069397,2009,Spain
스페인,본인부담(경상보건비 대비%),19.01792145,2009,Spain
스페인,1인당 보건지출(US$),2937.53442383,2009,Spain
스페인,1인당 보건지출(PPP)(US$),2931.09570313,2009,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2009,Spain
스웨덴,경상(GDP 대비%),8.77319241,2009,Sweden
스웨덴,공공(경상보건비 대비%),82.48744965,2009,Sweden
스웨덴,본인부담(경상보건비 대비%),16.43008041,2009,Sweden
스웨덴,1인당 보건지출(US$),4137.5,2009,Sweden
스웨덴,1인당 보건지출(PPP)(US$),3550.62109375,2009,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2009,Sweden
영국,경상(GDP 대비%),10.01600361,2009,United Kingdom
영국,공공(경상보건비 대비%),82.85473633,2009,United Kingdom
영국,본인부담(경상보건비 대비%),12.27895737,2009,United Kingdom
영국,1인당 보건지출(US$),3892.01416016,2009,United Kingdom
영국,1인당 보건지출(PPP)(US$),3519.1706543,2009,United Kingdom
영국,외부보건비(경상보건비 대비%),0.00739249,2009,United Kingdom
오스트레일리아,경상(GDP 대비%),8.56316471,2009,Australia
오스트레일리아,공공(경상보건비 대비%),73.01054382,2009,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.05284309,2009,Australia
오스트레일리아,1인당 보건지출(US$),3995.34008789,2009,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),3553.89819336,2009,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2009,Australia
뉴질랜드,경상(GDP 대비%),9.62200165,2009,New Zealand
뉴질랜드,공공(경상보건비 대비%),77.72038269,2009,New Zealand
뉴질랜드,본인부담(경상보건비 대비%),12.35631561,2009,New Zealand
뉴질랜드,1인당 보건지출(US$),2700.97705078,2009,New Zealand
뉴질랜드,1인당 보건지출(PPP)(US$),2940.22265625,2009,New Zealand
뉴질랜드,외부보건비(경상보건비 대비%),0.0,2009,New Zealand
한국,경상(GDP 대비%),5.91734409,2010,South Korea
한국,공공(경상보건비 대비%),59.3479805,2010,South Korea
한국,본인부담(경상보건비 대비%),34.01853561,2010,South Korea
한국,1인당 보건지출(US$),1366.38439941,2010,South Korea
한국,1인당 보건지출(PPP)(US$),1878.5135498,2010,South Korea
한국,외부보건비(경상보건비 대비%),0.0,2010,South Korea
일본,경상(GDP 대비%),9.15677357,2010,Japan
일본,공공(경상보건비 대비%),81.92724609,2010,Japan
일본,본인부담(경상보건비 대비%),14.57036018,2010,Japan
일본,1인당 보건지출(US$),4060.4909668,2010,Japan
일본,1인당 보건지출(PPP)(US$),3191.90722656,2010,Japan
일본,외부보건비(경상보건비 대비%),0.0,2010,Japan
캐나다,경상(GDP 대비%),10.6837883,2010,Canada
캐나다,공공(경상보건비 대비%),73.17476654,2010,Canada
캐나다,본인부담(경상보건비 대비%),15.23122311,2010,Canada
캐나다,1인당 보건지출(US$),5048.30908203,2010,Canada
캐나다,1인당 보건지출(PPP)(US$),4256.97802734,2010,Canada
캐나다,외부보건비(경상보건비 대비%),0.0,2010,Canada
오스트리아,경상(GDP 대비%),10.22101879,2010,Austria
오스트리아,공공(경상보건비 대비%),72.39570618,2010,Austria
오스트리아,본인부담(경상보건비 대비%),18.60162544,2010,Austria
오스트리아,1인당 보건지출(US$),4800.79345703,2010,Austria
오스트리아,1인당 보건지출(PPP)(US$),4302.70996094,2010,Austria
오스트리아,외부보건비(경상보건비 대비%),0.0,2010,Austria
벨기에,경상(GDP 대비%),10.23373413,2010,Belgium
벨기에,공공(경상보건비 대비%),76.04224396,2010,Belgium
벨기에,본인부담(경상보건비 대비%),19.94114876,2010,Belgium
벨기에,1인당 보건지출(US$),4544.99609375,2010,Belgium
벨기에,1인당 보건지출(PPP)(US$),4100.81152344,2010,Belgium
벨기에,외부보건비(경상보건비 대비%),0.0,2010,Belgium
체코,경상(GDP 대비%),6.92806244,2010,Czech Republic
체코,공공(경상보건비 대비%),83.12776947,2010,Czech Republic
체코,본인부담(경상보건비 대비%),15.25087547,2010,Czech Republic
체코,1인당 보건지출(US$),1373.9317627,2010,Czech Republic
체코,1인당 보건지출(PPP)(US$),1919.07458496,2010,Czech Republic
체코,외부보건비(경상보건비 대비%),0.0,2010,Czech Republic
덴마크,경상(GDP 대비%),10.33315945,2010,Denmark
덴마크,공공(경상보건비 대비%),83.87973022,2010,Denmark
덴마크,본인부담(경상보건비 대비%),14.38571072,2010,Denmark
덴마크,1인당 보건지출(US$),6011.53808594,2010,Denmark
덴마크,1인당 보건지출(PPP)(US$),4456.9453125,2010,Denmark
덴마크,외부보건비(경상보건비 대비%),0.0,2010,Denmark
에스토니아,경상(GDP 대비%),6.27224827,2010,Estonia
에스토니아,공공(경상보건비 대비%),74.20081329,2010,Estonia
에스토니아,본인부담(경상보건비 대비%),21.91824913,2010,Estonia
에스토니아,1인당 보건지출(US$),926.4541626,2010,Estonia
에스토니아,1인당 보건지출(PPP)(US$),1365.05725098,2010,Estonia
에스토니아,외부보건비(경상보건비 대비%),1.81291568,2010,Estonia
핀란드,경상(GDP 대비%),9.14202785,2010,Finland
핀란드,공공(경상보건비 대비%),78.54332733,2010,Finland
핀란드,본인부담(경상보건비 대비%),18.80395508,2010,Finland
핀란드,1인당 보건지출(US$),4249.60205078,2010,Finland
핀란드,1인당 보건지출(PPP)(US$),3562.18017578,2010,Finland
핀란드,외부보건비(경상보건비 대비%),0.00697872,2010,Finland
프랑스,경상(GDP 대비%),11.24011326,2010,France
프랑스,공공(경상보건비 대비%),70.46735382,2010,France
프랑스,본인부담(경상보건비 대비%),10.222229,2010,France
프랑스,1인당 보건지출(US$),4598.3203125,2010,France
프랑스,1인당 보건지출(PPP)(US$),4061.24902344,2010,France
프랑스,외부보건비(경상보건비 대비%),0.0,2010,France
독일,경상(GDP 대비%),11.0968647,2010,Germany
독일,공공(경상보건비 대비%),75.69930267,2010,Germany
독일,본인부담(경상보건비 대비%),13.95870304,2010,Germany
독일,1인당 보건지출(US$),4611.81054688,2010,Germany
독일,1인당 보건지출(PPP)(US$),4320.84082031,2010,Germany
독일,외부보건비(경상보건비 대비%),0.0,2010,Germany
그리스,경상(GDP 대비%),9.51564121,2010,Greece
그리스,공공(경상보건비 대비%),68.90562439,2010,Greece
그리스,본인부담(경상보건비 대비%),28.25885201,2010,Greece
그리스,1인당 보건지출(US$),2564.36987305,2010,Greece
그리스,1인당 보건지출(PPP)(US$),2678.99755859,2010,Greece
그리스,외부보건비(경상보건비 대비%),0.01941357,2010,Greece
헝가리,경상(GDP 대비%),7.5076437,2010,Hungary
헝가리,공공(경상보건비 대비%),66.6255722,2010,Hungary
헝가리,본인부담(경상보건비 대비%),27.44554901,2010,Hungary
헝가리,1인당 보건지출(US$),983.11083984,2010,Hungary
헝가리,1인당 보건지출(PPP)(US$),1618.28845215,2010,Hungary
헝가리,외부보건비(경상보건비 대비%),0.0,2010,Hungary
아이슬란드,경상(GDP 대비%),8.53229141,2010,Iceland
아이슬란드,공공(경상보건비 대비%),80.42772675,2010,Iceland
아이슬란드,본인부담(경상보건비 대비%),18.1867466,2010,Iceland
아이슬란드,1인당 보건지출(US$),3644.80273438,2010,Iceland
아이슬란드,1인당 보건지출(PPP)(US$),3352.71362305,2010,Iceland
아이슬란드,외부보건비(경상보건비 대비%),0.0,2010,Iceland
아일랜드,경상(GDP 대비%),10.50265503,2010,Ireland
아일랜드,공공(경상보건비 대비%),76.17825317,2010,Ireland
아일랜드,본인부담(경상보건비 대비%),13.79563618,2010,Ireland
아일랜드,1인당 보건지출(US$),5133.45507813,2010,Ireland
아일랜드,1인당 보건지출(PPP)(US$),4561.2578125,2010,Ireland
아일랜드,외부보건비(경상보건비 대비%),0.0,2010,Ireland
이탈리아,경상(GDP 대비%),8.91602039,2010,Italy
이탈리아,공공(경상보건비 대비%),78.45359802,2010,Italy
이탈리아,본인부담(경상보건비 대비%),20.54892731,2010,Italy
이탈리아,1인당 보건지출(US$),3217.68286133,2010,Italy
이탈리아,1인당 보건지출(PPP)(US$),3139.1081543,2010,Italy
이탈리아,외부보건비(경상보건비 대비%),0.0,2010,Italy
라트비아,경상(GDP 대비%),6.13846397,2010,Latvia
라트비아,공공(경상보건비 대비%),60.18483734,2010,Latvia
라트비아,본인부담(경상보건비 대비%),37.18564987,2010,Latvia
라트비아,1인당 보건지출(US$),689.07720947,2010,Latvia
라트비아,1인당 보건지출(PPP)(US$),1068.70056152,2010,Latvia
라트비아,외부보건비(경상보건비 대비%),0.00661889,2010,Latvia
룩셈부르크,경상(GDP 대비%),7.03158236,2010,Luxembourg
룩셈부르크,공공(경상보건비 대비%),85.93012238,2010,Luxembourg
룩셈부르크,본인부담(경상보건비 대비%),10.23186111,2010,Luxembourg
룩셈부르크,1인당 보건지출(US$),7459.83544922,2010,Luxembourg
룩셈부르크,1인당 보건지출(PPP)(US$),6078.58740234,2010,Luxembourg
룩셈부르크,외부보건비(경상보건비 대비%),0.0,2010,Luxembourg
네덜란드,경상(GDP 대비%),10.15508747,2010,Netherlands
네덜란드,공공(경상보건비 대비%),67.26235962,2010,Netherlands
네덜란드,본인부담(경상보건비 대비%),9.0956707,2010,Netherlands
네덜란드,1인당 보건지출(US$),5191.69384766,2010,Netherlands
네덜란드,1인당 보건지출(PPP)(US$),4585.03369141,2010,Netherlands
네덜란드,외부보건비(경상보건비 대비%),0.0,2010,Netherlands
노르웨이,경상(GDP 대비%),8.90553188,2010,Norway
노르웨이,공공(경상보건비 대비%),84.68054199,2010,Norway
노르웨이,본인부담(경상보건비 대비%),15.0464716,2010,Norway
노르웨이,1인당 보건지출(US$),7859.51611328,2010,Norway
노르웨이,1인당 보건지출(PPP)(US$),5194.49365234,2010,Norway
노르웨이,외부보건비(경상보건비 대비%),0.05112984,2010,Norway
포르투갈,경상(GDP 대비%),9.83691692,2010,Portugal
포르투갈,공공(경상보건비 대비%),69.74281311,2010,Portugal
포르투갈,본인부담(경상보건비 대비%),24.55546951,2010,Portugal
포르투갈,1인당 보건지출(US$),2215.25732422,2010,Portugal
포르투갈,1인당 보건지출(PPP)(US$),2683.4309082,2010,Portugal
포르투갈,외부보건비(경상보건비 대비%),0.02603547,2010,Portugal
슬로바키아,경상(GDP 대비%),7.74204493,2010,Slovakia
슬로바키아,공공(경상보건비 대비%),71.58911133,2010,Slovakia
슬로바키아,본인부담(경상보건비 대비%),22.8006134,2010,Slovakia
슬로바키아,1인당 보건지출(US$),1296.54284668,2010,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),1949.16577148,2010,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2010,Slovakia
슬로베니아,경상(GDP 대비%),8.56503296,2010,Slovenia
슬로베니아,공공(경상보건비 대비%),72.3649292,2010,Slovenia
슬로베니아,본인부담(경상보건비 대비%),12.64016342,2010,Slovenia
슬로베니아,1인당 보건지출(US$),2017.14660645,2010,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),2385.06054688,2010,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2010,Slovenia
스페인,경상(GDP 대비%),9.1185751,2010,Spain
스페인,공공(경상보건비 대비%),74.44393158,2010,Spain
스페인,본인부담(경상보건비 대비%),20.29104424,2010,Spain
스페인,1인당 보건지출(US$),2789.53393555,2010,Spain
스페인,1인당 보건지출(PPP)(US$),2894.39135742,2010,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2010,Spain
스웨덴,경상(GDP 대비%),8.32738972,2010,Sweden
스웨덴,공공(경상보건비 대비%),82.41146851,2010,Sweden
스웨덴,본인부담(경상보건비 대비%),16.45641899,2010,Sweden
스웨덴,1인당 보건지출(US$),4420.25976563,2010,Sweden
스웨덴,1인당 보건지출(PPP)(US$),3529.96337891,2010,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2010,Sweden
영국,경상(GDP 대비%),9.98915195,2010,United Kingdom
영국,공공(경상보건비 대비%),82.27700806,2010,United Kingdom
영국,본인부담(경상보건비 대비%),12.88369465,2010,United Kingdom
영국,1인당 보건지출(US$),3955.45141602,2010,United Kingdom
영국,1인당 보건지출(PPP)(US$),3645.00756836,2010,United Kingdom
영국,외부보건비(경상보건비 대비%),0.0078207,2010,United Kingdom
오스트레일리아,경상(GDP 대비%),8.4308424,2010,Australia
오스트레일리아,공공(경상보건비 대비%),72.35727692,2010,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.74928665,2010,Australia
오스트레일리아,1인당 보건지출(US$),4945.03808594,2010,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),3587.32763672,2010,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2010,Australia
뉴질랜드,경상(GDP 대비%),9.58612823,2010,New Zealand
뉴질랜드,공공(경상보건비 대비%),78.27069092,2010,New Zealand
뉴질랜드,본인부담(경상보건비 대비%),11.95811081,2010,New Zealand
뉴질랜드,1인당 보건지출(US$),3216.22363281,2010,New Zealand
뉴질랜드,1인당 보건지출(PPP)(US$),2983.40209961,2010,New Zealand
뉴질랜드,외부보건비(경상보건비 대비%),0.0,2010,New Zealand
한국,경상(GDP 대비%),6.00844383,2011,South Korea
한국,공공(경상보건비 대비%),58.56443787,2011,South Korea
한국,본인부담(경상보건비 대비%),34.14442444,2011,South Korea
한국,1인당 보건지출(US$),1512.45251465,2011,South Korea
한국,1인당 보건지출(PPP)(US$),1961.46411133,2011,South Korea
한국,외부보건비(경상보건비 대비%),0.0,2011,South Korea
일본,경상(GDP 대비%),10.61671734,2011,Japan
일본,공공(경상보건비 대비%),83.74062347,2011,Japan
일본,본인부담(경상보건비 대비%),13.12178421,2011,Japan
일본,1인당 보건지출(US$),5087.35644531,2011,Japan
일본,1인당 보건지출(PPP)(US$),3778.41430664,2011,Japan
일본,외부보건비(경상보건비 대비%),0.0,2011,Japan
캐나다,경상(GDP 대비%),10.33907032,2011,Canada
캐나다,공공(경상보건비 대비%),73.82319641,2011,Canada
캐나다,본인부담(경상보건비 대비%),14.50615788,2011,Canada
캐나다,1인당 보건지출(US$),5355.67626953,2011,Canada
캐나다,1인당 보건지출(PPP)(US$),4273.02832031,2011,Canada
캐나다,외부보건비(경상보건비 대비%),0.0,2011,Canada
오스트리아,경상(GDP 대비%),10.02613258,2011,Austria
오스트리아,공공(경상보건비 대비%),72.68902588,2011,Austria
오스트리아,본인부담(경상보건비 대비%),18.73956299,2011,Austria
오스트리아,1인당 보건지출(US$),5167.81787109,2011,Austria
오스트리아,1인당 보건지출(PPP)(US$),4465.65917969,2011,Austria
오스트리아,외부보건비(경상보건비 대비%),0.0,2011,Austria
벨기에,경상(GDP 대비%),10.39215851,2011,Belgium
벨기에,공공(경상보건비 대비%),76.00078583,2011,Belgium
벨기에,본인부담(경상보건비 대비%),19.79354477,2011,Belgium
벨기에,1인당 보건지출(US$),4943.83203125,2011,Belgium
벨기에,1인당 보건지출(PPP)(US$),4269.34912109,2011,Belgium
벨기에,외부보건비(경상보건비 대비%),0.0,2011,Belgium
체코,경상(GDP 대비%),6.97689199,2011,Czech Republic
체코,공공(경상보건비 대비%),83.6943512,2011,Czech Republic
체코,본인부담(경상보건비 대비%),15.02145863,2011,Czech Republic
체코,1인당 보건지출(US$),1516.55541992,2011,Czech Republic
체코,1인당 보건지출(PPP)(US$),2010.95739746,2011,Czech Republic
체코,외부보건비(경상보건비 대비%),0.0,2011,Czech Republic
덴마크,경상(GDP 대비%),10.15291023,2011,Denmark
덴마크,공공(경상보건비 대비%),83.61361694,2011,Denmark
덴마크,본인부담(경상보건비 대비%),14.55076981,2011,Denmark
덴마크,1인당 보건지출(US$),6281.00439453,2011,Denmark
덴마크,1인당 보건지출(PPP)(US$),4516.29785156,2011,Denmark
덴마크,외부보건비(경상보건비 대비%),0.0,2011,Denmark
에스토니아,경상(GDP 대비%),5.76757813,2011,Estonia
에스토니아,공공(경상보건비 대비%),74.99227142,2011,Estonia
에스토니아,본인부담(경상보건비 대비%),21.55589867,2011,Estonia
에스토니아,1인당 보건지출(US$),1015.96826172,2011,Estonia
에스토니아,1인당 보건지출(PPP)(US$),1426.67285156,2011,Estonia
에스토니아,외부보건비(경상보건비 대비%),1.43225133,2011,Estonia
핀란드,경상(GDP 대비%),9.22303009,2011,Finland
핀란드,공공(경상보건비 대비%),79.16613007,2011,Finland
핀란드,본인부담(경상보건비 대비%),18.1520462,2011,Finland
핀란드,1인당 보건지출(US$),4715.93505859,2011,Finland
핀란드,1인당 보건지출(PPP)(US$),3772.53613281,2011,Finland
핀란드,외부보건비(경상보건비 대비%),0.00609815,2011,Finland
프랑스,경상(GDP 대비%),11.20183182,2011,France
프랑스,공공(경상보건비 대비%),70.23535919,2011,France
프랑스,본인부담(경상보건비 대비%),10.22453308,2011,France
프랑스,1인당 보건지출(US$),4939.31054688,2011,France
프랑스,1인당 보건지출(PPP)(US$),4217.53564453,2011,France
프랑스,외부보건비(경상보건비 대비%),0.0,2011,France
독일,경상(GDP 대비%),10.77629662,2011,Germany
독일,공공(경상보건비 대비%),75.40738678,2011,Germany
독일,본인부담(경상보건비 대비%),14.00680733,2011,Germany
독일,1인당 보건지출(US$),5036.48486328,2011,Germany
독일,1인당 보건지출(PPP)(US$),4587.42529297,2011,Germany
독일,외부보건비(경상보건비 대비%),0.0,2011,Germany
그리스,경상(GDP 대비%),9.02808571,2011,Greece
그리스,공공(경상보건비 대비%),65.7029953,2011,Greece
그리스,본인부담(경상보건비 대비%),31.15849113,2011,Greece
그리스,1인당 보건지출(US$),2338.91577148,2011,Greece
그리스,1인당 보건지출(PPP)(US$),2356.13696289,2011,Greece
그리스,외부보건비(경상보건비 대비%),0.18618281,2011,Greece
헝가리,경상(GDP 대비%),7.52545595,2011,Hungary
헝가리,공공(경상보건비 대비%),66.21702576,2011,Hungary
헝가리,본인부담(경상보건비 대비%),28.24357224,2011,Hungary
헝가리,1인당 보건지출(US$),1063.43225098,2011,Hungary
헝가리,1인당 보건지출(PPP)(US$),1720.48937988,2011,Hungary
헝가리,외부보건비(경상보건비 대비%),0.0,2011,Hungary
아이슬란드,경상(GDP 대비%),8.25131226,2011,Iceland
아이슬란드,공공(경상보건비 대비%),80.05615234,2011,Iceland
아이슬란드,본인부담(경상보건비 대비%),18.47118759,2011,Iceland
아이슬란드,1인당 보건지출(US$),3866.70727539,2011,Iceland
아이슬란드,1인당 보건지출(PPP)(US$),3317.45214844,2011,Iceland
아이슬란드,외부보건비(경상보건비 대비%),0.0,2011,Iceland
아일랜드,경상(GDP 대비%),10.70849514,2011,Ireland
아일랜드,공공(경상보건비 대비%),72.34369659,2011,Ireland
아일랜드,본인부담(경상보건비 대비%),13.90695858,2011,Ireland
아일랜드,1인당 보건지출(US$),5570.70556641,2011,Ireland
아일랜드,1인당 보건지출(PPP)(US$),4813.00146484,2011,Ireland
아일랜드,외부보건비(경상보건비 대비%),0.0,2011,Ireland
이탈리아,경상(GDP 대비%),8.77413177,2011,Italy
이탈리아,공공(경상보건비 대비%),77.01278687,2011,Italy
이탈리아,본인부담(경상보건비 대비%),22.02690315,2011,Italy
이탈리아,1인당 보건지출(US$),3392.01269531,2011,Italy
이탈리아,1인당 보건지출(PPP)(US$),3211.95605469,2011,Italy
이탈리아,외부보건비(경상보건비 대비%),0.0,2011,Italy
라트비아,경상(GDP 대비%),5.56752443,2011,Latvia
라트비아,공공(경상보건비 대비%),63.49742889,2011,Latvia
라트비아,본인부담(경상보건비 대비%),34.29675293,2011,Latvia
라트비아,1인당 보건지출(US$),764.59173584,2011,Latvia
라트비아,1인당 보건지출(PPP)(US$),1093.87268066,2011,Latvia
라트비아,외부보건비(경상보건비 대비%),0.0,2011,Latvia
룩셈부르크,경상(GDP 대비%),6.11205053,2011,Luxembourg
룩셈부르크,공공(경상보건비 대비%),84.32241058,2011,Luxembourg
룩셈부르크,본인부담(경상보건비 대비%),10.88065338,2011,Luxembourg
룩셈부르크,1인당 보건지출(US$),7174.73925781,2011,Luxembourg
룩셈부르크,1인당 보건지출(PPP)(US$),5694.88330078,2011,Luxembourg
룩셈부르크,외부보건비(경상보건비 대비%),0.00341894,2011,Luxembourg
네덜란드,경상(GDP 대비%),10.23357868,2011,Netherlands
네덜란드,공공(경상보건비 대비%),67.31575012,2011,Netherlands
네덜란드,본인부담(경상보건비 대비%),9.48238277,2011,Netherlands
네덜란드,1인당 보건지출(US$),5562.12109375,2011,Netherlands
네덜란드,1인당 보건지출(PPP)(US$),4779.41992188,2011,Netherlands
네덜란드,외부보건비(경상보건비 대비%),0.0,2011,Netherlands
노르웨이,경상(GDP 대비%),8.78868103,2011,Norway
노르웨이,공공(경상보건비 대비%),84.42308044,2011,Norway
노르웨이,본인부담(경상보건비 대비%),15.20982647,2011,Norway
노르웨이,1인당 보건지출(US$),8900.37207031,2011,Norway
노르웨이,1인당 보건지출(PPP)(US$),5492.07714844,2011,Norway
노르웨이,외부보건비(경상보건비 대비%),0.0,2011,Norway
포르투갈,경상(GDP 대비%),9.53497028,2011,Portugal
포르투갈,공공(경상보건비 대비%),67.66681671,2011,Portugal
포르투갈,본인부담(경상보건비 대비%),26.29905701,2011,Portugal
포르투갈,1인당 보건지출(US$),2210.58740234,2011,Portugal
포르투갈,1인당 보건지출(PPP)(US$),2548.8046875,2011,Portugal
포르투갈,외부보건비(경상보건비 대비%),0.02799152,2011,Portugal
슬로바키아,경상(GDP 대비%),7.35716248,2011,Slovakia
슬로바키아,공공(경상보건비 대비%),73.29391479,2011,Slovakia
슬로바키아,본인부담(경상보건비 대비%),23.57159042,2011,Slovakia
슬로바키아,1인당 보건지출(US$),1352.43835449,2011,Slovakia
슬로바키아,1인당 보건지출(PPP)(US$),1918.63598633,2011,Slovakia
슬로바키아,외부보건비(경상보건비 대비%),0.0,2011,Slovakia
슬로베니아,경상(GDP 대비%),8.53639603,2011,Slovenia
슬로베니아,공공(경상보건비 대비%),72.26573944,2011,Slovenia
슬로베니아,본인부담(경상보건비 대비%),12.19664192,2011,Slovenia
슬로베니아,1인당 보건지출(US$),2147.80517578,2011,Slovenia
슬로베니아,1인당 보건지출(PPP)(US$),2472.89672852,2011,Slovenia
슬로베니아,외부보건비(경상보건비 대비%),0.0,2011,Slovenia
스페인,경상(GDP 대비%),9.16859245,2011,Spain
스페인,공공(경상보건비 대비%),73.48574829,2011,Spain
스페인,본인부담(경상보건비 대비%),20.39059639,2011,Spain
스페인,1인당 보건지출(US$),2909.11767578,2011,Spain
스페인,1인당 보건지출(PPP)(US$),2926.57324219,2011,Spain
스페인,외부보건비(경상보건비 대비%),0.0,2011,Spain
스웨덴,경상(GDP 대비%),10.42150974,2011,Sweden
스웨덴,공공(경상보건비 대비%),84.44082642,2011,Sweden
스웨덴,본인부담(경상보건비 대비%),14.59624577,2011,Sweden
스웨덴,1인당 보건지출(US$),6354.29199219,2011,Sweden
스웨덴,1인당 보건지출(PPP)(US$),4665.49902344,2011,Sweden
스웨덴,외부보건비(경상보건비 대비%),0.0,2011,Sweden
영국,경상(GDP 대비%),9.97346497,2011,United Kingdom
영국,공공(경상보건비 대비%),81.98135376,2011,United Kingdom
영국,본인부담(경상보건비 대비%),13.11622143,2011,United Kingdom
영국,1인당 보건지출(US$),4208.41992188,2011,United Kingdom
영국,1인당 보건지출(PPP)(US$),3720.18945313,2011,United Kingdom
영국,외부보건비(경상보건비 대비%),0.00851614,2011,United Kingdom
오스트레일리아,경상(GDP 대비%),8.54153824,2011,Australia
오스트레일리아,공공(경상보건비 대비%),73.26029205,2011,Australia
오스트레일리아,본인부담(경상보건비 대비%),19.17248344,2011,Australia
오스트레일리아,1인당 보건지출(US$),5861.70263672,2011,Australia
오스트레일리아,1인당 보건지출(PPP)(US$),3760.75976563,2011,Australia
오스트레일리아,외부보건비(경상보건비 대비%),0.0,2011,Australia
